วันเดือนปี,price,ราคาเปิด,สูงสุด,ต่ำสุด,vol,% เปลี่ยน,Norm_price,stock
6/30/2023,0.02,0.02,0.03,0.02,1140000000,0.00%,0,Stark
6/29/2023,0.02,0.02,0.03,0.01,471150000,0.00%,0,Stark
6/28/2023,0.02,0.02,0.02,0.01,225760000,0.00%,0,Stark
6/27/2023,0.02,0.02,0.03,0.02,61990000,-33.33%,0,Stark
6/26/2023,0.03,0.02,0.03,0.02,162590000,50.00%,0.001660578,Stark
6/23/2023,0.02,0.02,0.03,0.02,524190000,-33.33%,0,Stark
6/22/2023,0.03,0.03,0.03,0.02,226090000,0.00%,0.001660578,Stark
6/21/2023,0.03,0.01,0.03,0.01,1160000000,0.00%,0.001660578,Stark
6/20/2023,0.03,0.03,0.04,0.03,70650000,-40.00%,0.001660578,Stark
6/19/2023,0.05,0.05,0.06,0.05,71370000,-37.50%,0.004981734,Stark
6/16/2023,0.08,0.09,0.1,0.07,278710000,-11.11%,0.009963467,Stark
6/15/2023,0.09,0.1,0.11,0.09,90410000,-10.00%,0.011624045,Stark
6/14/2023,0.1,0.1,0.12,0.09,338430000,0.00%,0.013284623,Stark
6/13/2023,0.1,0.1,0.1,0.09,163960000,0.00%,0.013284623,Stark
6/12/2023,0.1,0.11,0.12,0.09,1120000000,-9.09%,0.013284623,Stark
6/9/2023,0.11,0.13,0.14,0.11,1120000000,-21.43%,0.014945201,Stark
6/8/2023,0.14,0.16,0.16,0.13,598510000,-6.67%,0.019926935,Stark
6/7/2023,0.15,0.18,0.2,0.15,1110000000,-16.67%,0.021587512,Stark
6/6/2023,0.18,0.18,0.21,0.17,1010000000,-18.18%,0.026569246,Stark
6/2/2023,0.22,0.17,0.23,0.14,2300000000,22.22%,0.033211558,Stark
6/1/2023,0.18,0.25,0.34,0.13,4900000000,-92.44%,0.026569246,Stark
2/28/2023,2.38,2.4,2.44,2.38,31920000,0.00%,0.39189638,Stark
2/27/2023,2.38,2.4,2.42,2.32,41150000,-0.83%,0.39189638,Stark
2/24/2023,2.4,2.44,2.48,2.36,99730000,-3.23%,0.395217536,Stark
2/23/2023,2.48,2.58,2.6,2.46,83020000,-3.88%,0.408502159,Stark
2/22/2023,2.58,2.62,2.64,2.56,41890000,-1.53%,0.425107938,Stark
2/21/2023,2.62,2.66,2.7,2.6,46160000,-1.50%,0.431750249,Stark
2/20/2023,2.66,2.6,2.74,2.58,77040000,2.31%,0.438392561,Stark
2/17/2023,2.6,2.6,2.62,2.56,45950000,0.00%,0.428429093,Stark
2/16/2023,2.6,2.6,2.64,2.56,40140000,0.78%,0.428429093,Stark
2/15/2023,2.58,2.6,2.68,2.52,115470000,-0.77%,0.425107938,Stark
2/14/2023,2.6,2.74,2.76,2.58,93970000,-5.11%,0.428429093,Stark
2/13/2023,2.74,2.78,2.84,2.72,44900000,-1.44%,0.451677184,Stark
2/10/2023,2.78,2.8,2.82,2.74,46140000,-1.42%,0.458319495,Stark
2/9/2023,2.82,2.86,2.86,2.76,93020000,-2.08%,0.464961807,Stark
2/8/2023,2.88,2.96,2.98,2.86,57760000,-2.04%,0.474925274,Stark
2/7/2023,2.94,3,3.02,2.92,57340000,-2.00%,0.484888741,Stark
2/6/2023,3,2.98,3.02,2.94,54070000,1.35%,0.494852209,Stark
2/3/2023,2.96,3.02,3.02,2.96,33300000,-1.33%,0.488209897,Stark
2/2/2023,3,3.04,3.04,3,24080000,-1.32%,0.494852209,Stark
2/1/2023,3.04,2.98,3.04,2.98,55070000,2.01%,0.50149452,Stark
1/31/2023,2.98,3,3.02,2.94,75790000,-0.67%,0.491531053,Stark
1/30/2023,3,3.02,3.08,2.98,85270000,0.00%,0.494852209,Stark
1/27/2023,3,3.06,3.08,2.94,102520000,-1.96%,0.494852209,Stark
1/26/2023,3.06,3,3.08,2.98,74080000,2.68%,0.504815676,Stark
1/25/2023,2.98,3.04,3.08,2.96,132490000,-0.67%,0.491531053,Stark
1/24/2023,3,3.08,3.1,2.94,162480000,-1.96%,0.494852209,Stark
1/23/2023,3.06,3.06,3.14,2.98,175240000,0.66%,0.504815676,Stark
1/20/2023,3.04,2.86,3.14,2.84,350080000,7.80%,0.50149452,Stark
1/19/2023,2.82,2.74,2.9,2.72,139450000,1.44%,0.464961807,Stark
1/18/2023,2.78,2.68,2.8,2.68,74590000,3.73%,0.458319495,Stark
1/17/2023,2.68,2.68,2.74,2.66,30990000,0.00%,0.441713716,Stark
1/16/2023,2.68,2.7,2.78,2.64,64580000,0.00%,0.441713716,Stark
1/13/2023,2.68,2.5,2.74,2.5,219900000,7.20%,0.441713716,Stark
1/12/2023,2.5,2.5,2.52,2.48,15520000,0.00%,0.411823315,Stark
1/11/2023,2.5,2.52,2.54,2.48,28220000,0.00%,0.411823315,Stark
1/10/2023,2.5,2.54,2.56,2.5,41400000,-1.57%,0.411823315,Stark
1/9/2023,2.54,2.52,2.56,2.52,33370000,1.60%,0.418465626,Stark
1/6/2023,2.5,2.54,2.58,2.5,66200000,-0.79%,0.411823315,Stark
1/5/2023,2.52,2.56,2.62,2.5,83860000,-0.79%,0.41514447,Stark
1/4/2023,2.54,2.44,2.56,2.44,56220000,4.10%,0.418465626,Stark
1/3/2023,2.44,2.5,2.54,2.42,73420000,-2.40%,0.401859847,Stark
12/30/2022,2.5,2.42,2.56,2.42,119690000,4.17%,0.411823315,Stark
12/29/2022,2.4,2.4,2.42,2.4,12170000,-0.83%,0.395217536,Stark
12/28/2022,2.42,2.42,2.46,2.38,43040000,0.00%,0.398538691,Stark
12/27/2022,2.42,2.38,2.44,2.38,61930000,0.83%,0.398538691,Stark
12/26/2022,2.4,2.3,2.46,2.3,107450000,4.35%,0.395217536,Stark
12/23/2022,2.3,2.3,2.32,2.24,54810000,0.00%,0.378611757,Stark
12/22/2022,2.3,2.4,2.42,2.3,191890000,-1.71%,0.378611757,Stark
12/21/2022,2.34,2.4,2.4,2.3,115380000,0.00%,0.385254068,Stark
12/20/2022,2.34,2.36,2.4,2.16,339430000,2.63%,0.385254068,Stark
12/19/2022,2.28,2.48,2.56,2.28,290780000,-8.06%,0.375290601,Stark
12/16/2022,2.48,2.64,2.7,2.26,591020000,-9.49%,0.408502159,Stark
12/15/2022,2.74,3,3,2.74,122120000,-8.67%,0.451677184,Stark
12/14/2022,3,3.22,3.26,2.96,214840000,-6.83%,0.494852209,Stark
12/13/2022,3.22,3.26,3.28,3.16,43080000,-1.23%,0.531384922,Stark
12/9/2022,3.26,3.32,3.32,3.26,25670000,-1.81%,0.538027233,Stark
12/8/2022,3.32,3.34,3.38,3.3,26430000,0.00%,0.547990701,Stark
12/7/2022,3.32,3.3,3.36,3.3,38380000,0.61%,0.547990701,Stark
12/6/2022,3.3,3.28,3.34,3.28,31440000,0.61%,0.544669545,Stark
12/2/2022,3.28,3.28,3.34,3.26,32820000,0.61%,0.541348389,Stark
12/1/2022,3.26,3.26,3.3,3.22,60070000,0.62%,0.538027233,Stark
11/30/2022,3.24,3.22,3.26,3.18,21550000,1.25%,0.534706078,Stark
11/29/2022,3.2,3.24,3.28,3.2,22830000,-0.62%,0.528063766,Stark
11/28/2022,3.22,3.26,3.3,3.18,22470000,-1.83%,0.531384922,Stark
11/25/2022,3.28,3.24,3.32,3.24,17690000,1.23%,0.541348389,Stark
11/24/2022,3.24,3.28,3.32,3.2,33920000,-1.22%,0.534706078,Stark
11/23/2022,3.28,3.28,3.3,3.24,22760000,0.61%,0.541348389,Stark
11/22/2022,3.26,3.28,3.3,3.24,19220000,-0.61%,0.538027233,Stark
11/21/2022,3.28,3.18,3.34,3.18,81290000,3.80%,0.541348389,Stark
11/18/2022,3.16,3.28,3.28,3.16,45130000,-3.66%,0.521421455,Stark
11/17/2022,3.28,3.3,3.32,3.26,9220000,-0.61%,0.541348389,Stark
11/16/2022,3.3,3.36,3.4,3.28,26280000,-1.79%,0.544669545,Stark
11/15/2022,3.36,3.38,3.4,3.34,26740000,0.60%,0.554633012,Stark
11/14/2022,3.34,3.32,3.38,3.32,18170000,-1.76%,0.551311857,Stark
11/11/2022,3.4,3.44,3.44,3.38,21960000,0.00%,0.561275324,Stark
11/10/2022,3.4,3.3,3.42,3.28,42740000,3.03%,0.561275324,Stark
11/9/2022,3.3,3.28,3.32,3.28,17590000,1.23%,0.544669545,Stark
11/8/2022,3.26,3.32,3.36,3.26,19340000,-1.81%,0.538027233,Stark
11/7/2022,3.32,3.42,3.42,3.3,25130000,-2.92%,0.547990701,Stark
11/4/2022,3.42,3.44,3.48,3.38,57970000,0.00%,0.56459648,Stark
11/3/2022,3.42,3.2,3.44,3.18,132900000,7.55%,0.56459648,Stark
11/2/2022,3.18,3.2,3.22,3.18,27130000,-0.62%,0.52474261,Stark
11/1/2022,3.2,3.22,3.24,3.18,34220000,0.00%,0.528063766,Stark
10/31/2022,3.2,3.22,3.26,3.16,48760000,0.00%,0.528063766,Stark
10/28/2022,3.2,3.3,3.34,3.18,59870000,-1.23%,0.528063766,Stark
10/27/2022,3.24,3.34,3.34,3.2,66830000,-2.41%,0.534706078,Stark
10/26/2022,3.32,3.4,3.4,3.32,18220000,-1.78%,0.547990701,Stark
10/25/2022,3.38,3.3,3.4,3.24,67780000,3.68%,0.557954168,Stark
10/21/2022,3.26,3.52,3.54,3.22,151420000,-6.86%,0.538027233,Stark
10/20/2022,3.5,3.62,3.62,3.5,72020000,-3.31%,0.577881103,Stark
10/19/2022,3.62,3.62,3.66,3.6,31570000,0.56%,0.597808037,Stark
10/18/2022,3.6,3.72,3.74,3.6,151870000,-2.17%,0.594486881,Stark
10/17/2022,3.68,3.78,3.8,3.68,50680000,-2.13%,0.607771504,Stark
10/12/2022,3.76,3.78,3.92,3.68,95690000,0.00%,0.621056128,Stark
10/11/2022,3.76,3.7,3.82,3.66,55730000,2.73%,0.621056128,Stark
10/10/2022,3.66,3.64,3.78,3.6,39780000,-0.54%,0.604450349,Stark
10/7/2022,3.68,3.7,3.7,3.66,17550000,-1.08%,0.607771504,Stark
10/6/2022,3.72,3.8,3.8,3.72,17250000,-1.59%,0.614413816,Stark
10/5/2022,3.78,3.84,3.86,3.74,31890000,0.00%,0.624377283,Stark
10/4/2022,3.78,3.96,3.98,3.76,106690000,-5.50%,0.624377283,Stark
10/3/2022,4,4.06,4.06,3.94,53680000,-1.96%,0.660909997,Stark
9/30/2022,4.08,3.96,4.08,3.92,59380000,3.03%,0.67419462,Stark
9/29/2022,3.96,3.9,4.04,3.86,62870000,3.66%,0.654267685,Stark
9/28/2022,3.82,4,4,3.8,36520000,-4.50%,0.631019595,Stark
9/27/2022,4,4.04,4.06,3.98,21070000,0.50%,0.660909997,Stark
9/26/2022,3.98,4.06,4.06,3.96,20270000,-2.45%,0.657588841,Stark
9/23/2022,4.08,4.1,4.1,4.04,9910000,-0.49%,0.67419462,Stark
9/22/2022,4.1,4.04,4.14,4.04,10020000,1.49%,0.677515775,Stark
9/21/2022,4.04,4.06,4.08,4.04,4080000,-0.49%,0.667552308,Stark
9/20/2022,4.06,4.08,4.1,4.06,3150000,0.50%,0.670873464,Stark
9/19/2022,4.04,4.1,4.12,4.04,14070000,-1.46%,0.667552308,Stark
9/16/2022,4.1,4.12,4.14,4.08,8500000,-1.44%,0.677515775,Stark
9/15/2022,4.16,4.12,4.16,4.08,9920000,0.97%,0.687479243,Stark
9/14/2022,4.12,4.1,4.14,4.08,12470000,-0.96%,0.680836931,Stark
9/13/2022,4.16,4.22,4.22,4.12,18870000,-1.42%,0.687479243,Stark
9/12/2022,4.22,4.16,4.28,4.14,39510000,1.93%,0.69744271,Stark
9/9/2022,4.14,4.12,4.16,4.1,11260000,0.49%,0.684158087,Stark
9/8/2022,4.12,4.12,4.16,4.1,21130000,0.98%,0.680836931,Stark
9/7/2022,4.08,4.08,4.1,4.08,4360000,-0.49%,0.67419462,Stark
9/6/2022,4.1,4.08,4.12,4.08,4480000,0.49%,0.677515775,Stark
9/5/2022,4.08,4.06,4.12,4.06,3730000,0.00%,0.67419462,Stark
9/2/2022,4.08,4.08,4.12,4.06,9210000,0.00%,0.67419462,Stark
9/1/2022,4.08,4.14,4.18,4.08,20360000,-2.39%,0.67419462,Stark
8/31/2022,4.18,4.08,4.18,4.06,31170000,2.45%,0.690800399,Stark
8/30/2022,4.08,4.06,4.14,4.06,24000000,0.00%,0.67419462,Stark
8/29/2022,4.08,4.02,4.1,4,28250000,0.99%,0.67419462,Stark
8/26/2022,4.04,4.08,4.1,4.02,20360000,-1.46%,0.667552308,Stark
8/25/2022,4.1,4.12,4.18,4.1,11650000,-0.49%,0.677515775,Stark
8/24/2022,4.12,4.08,4.18,4.06,30760000,1.98%,0.680836931,Stark
8/23/2022,4.04,4,4.06,3.96,43540000,1.00%,0.667552308,Stark
8/22/2022,4,4.08,4.1,3.98,37550000,-2.44%,0.660909997,Stark
8/19/2022,4.1,4.16,4.18,4.06,33890000,-1.44%,0.677515775,Stark
8/18/2022,4.16,4.2,4.28,4.14,40600000,-0.48%,0.687479243,Stark
8/17/2022,4.18,4.22,4.24,4.16,16650000,-0.48%,0.690800399,Stark
8/16/2022,4.2,4.28,4.32,4.2,10700000,-1.41%,0.694121554,Stark
8/15/2022,4.26,4.3,4.34,4.26,9510000,-0.93%,0.704085022,Stark
8/11/2022,4.3,4.32,4.36,4.28,6510000,0.00%,0.710727333,Stark
8/10/2022,4.3,4.32,4.4,4.28,10830000,-0.92%,0.710727333,Stark
8/9/2022,4.34,4.34,4.44,4.32,15520000,0.00%,0.717369645,Stark
8/8/2022,4.34,4.26,4.36,4.24,9610000,1.88%,0.717369645,Stark
8/5/2022,4.26,4.34,4.4,4.24,15130000,-1.84%,0.704085022,Stark
8/4/2022,4.34,4.38,4.4,4.34,6010000,-0.46%,0.717369645,Stark
8/3/2022,4.36,4.38,4.44,4.34,7330000,-0.91%,0.7206908,Stark
8/2/2022,4.4,4.4,4.44,4.32,19130000,-1.79%,0.727333112,Stark
8/1/2022,4.48,4.36,4.52,4.32,64880000,3.70%,0.740617735,Stark
7/27/2022,4.32,4.36,4.38,4.3,11960000,0.00%,0.714048489,Stark
7/26/2022,4.32,4.34,4.4,4.28,16230000,0.93%,0.714048489,Stark
7/25/2022,4.28,4.18,4.3,4.18,9920000,1.90%,0.707406177,Stark
7/22/2022,4.2,4.18,4.22,4.14,6240000,0.48%,0.694121554,Stark
7/21/2022,4.18,4.14,4.2,4.1,7280000,1.46%,0.690800399,Stark
7/20/2022,4.12,4.18,4.2,4.1,12480000,-0.96%,0.680836931,Stark
7/19/2022,4.16,4.16,4.18,4.1,5390000,-0.95%,0.687479243,Stark
7/18/2022,4.2,4.02,4.2,4,14480000,5.00%,0.694121554,Stark
7/15/2022,4,4.12,4.14,3.9,27700000,-2.44%,0.660909997,Stark
7/14/2022,4.1,4.08,4.18,4.08,8770000,0.49%,0.677515775,Stark
7/12/2022,4.08,4.14,4.2,4.08,11600000,-1.92%,0.67419462,Stark
7/11/2022,4.16,4.14,4.18,4.1,3310000,0.00%,0.687479243,Stark
7/8/2022,4.16,4.22,4.22,4.16,4830000,-1.42%,0.687479243,Stark
7/7/2022,4.22,4.22,4.24,4.16,6370000,0.48%,0.69744271,Stark
7/6/2022,4.2,4.08,4.2,4.06,9300000,2.44%,0.694121554,Stark
7/5/2022,4.1,4.2,4.22,4.08,29800000,-2.38%,0.677515775,Stark
7/4/2022,4.2,4.26,4.28,4.18,13260000,-1.41%,0.694121554,Stark
7/1/2022,4.26,4.32,4.34,4.24,9510000,-1.39%,0.704085022,Stark
6/30/2022,4.32,4.34,4.36,4.28,10940000,-0.46%,0.714048489,Stark
6/29/2022,4.34,4.38,4.38,4.32,8790000,-0.91%,0.717369645,Stark
6/28/2022,4.38,4.4,4.42,4.34,6160000,-0.45%,0.724011956,Stark
6/27/2022,4.4,4.34,4.42,4.34,14750000,1.85%,0.727333112,Stark
6/24/2022,4.32,4.34,4.36,4.28,8950000,0.47%,0.714048489,Stark
6/23/2022,4.3,4.32,4.36,4.28,8970000,0.00%,0.710727333,Stark
6/22/2022,4.3,4.42,4.42,4.26,15380000,-2.71%,0.710727333,Stark
6/21/2022,4.42,4.34,4.46,4.32,23140000,1.84%,0.730654268,Stark
6/20/2022,4.34,4.44,4.44,4.32,9360000,-2.69%,0.717369645,Stark
6/17/2022,4.46,4.4,4.46,4.34,16900000,1.83%,0.737296579,Stark
6/16/2022,4.38,4.56,4.56,4.38,27050000,-3.10%,0.724011956,Stark
6/15/2022,4.52,4.54,4.58,4.48,11960000,0.00%,0.747260046,Stark
6/14/2022,4.52,4.56,4.58,4.5,7710000,-0.44%,0.747260046,Stark
6/13/2022,4.54,4.58,4.64,4.54,26530000,-2.58%,0.750581202,Stark
6/10/2022,4.66,4.7,4.78,4.66,16220000,-0.85%,0.770508137,Stark
6/9/2022,4.7,4.82,4.84,4.7,27820000,-2.08%,0.777150448,Stark
6/8/2022,4.8,4.84,4.86,4.8,13410000,-0.41%,0.793756227,Stark
6/7/2022,4.82,4.88,4.88,4.8,14490000,-1.63%,0.797077383,Stark
6/6/2022,4.9,4.86,4.92,4.82,25010000,1.66%,0.810362006,Stark
6/2/2022,4.82,4.9,4.92,4.8,23870000,-1.63%,0.797077383,Stark
6/1/2022,4.9,4.94,4.96,4.9,35840000,-1.21%,0.810362006,Stark
5/31/2022,4.96,4.92,5.05,4.92,103030000,1.22%,0.820325473,Stark
5/30/2022,4.9,4.9,4.98,4.9,30340000,0.00%,0.810362006,Stark
5/27/2022,4.9,5.05,5.1,4.88,61800000,-2.97%,0.810362006,Stark
5/26/2022,5.05,4.88,5.05,4.84,136830000,4.34%,0.835270674,Stark
5/25/2022,4.84,4.96,5.1,4.82,95680000,-0.41%,0.800398539,Stark
5/24/2022,4.86,4.88,4.92,4.8,48550000,0.83%,0.803719694,Stark
5/23/2022,4.82,4.76,4.98,4.72,108930000,2.55%,0.797077383,Stark
5/20/2022,4.7,4.42,4.76,4.4,122670000,8.80%,0.777150448,Stark
5/19/2022,4.32,4.2,4.36,4.2,25760000,0.00%,0.714048489,Stark
5/18/2022,4.32,4.22,4.34,4.2,30390000,3.35%,0.714048489,Stark
5/17/2022,4.18,4.1,4.22,4.08,38920000,2.45%,0.690800399,Stark
5/13/2022,4.08,4.58,4.6,4.04,168850000,-10.53%,0.67419462,Stark
5/12/2022,4.56,4.56,4.62,4.5,30230000,-0.44%,0.753902358,Stark
5/11/2022,4.58,4.62,4.64,4.56,5180000,-0.87%,0.757223514,Stark
5/10/2022,4.62,4.6,4.66,4.54,22730000,0.00%,0.763865825,Stark
5/9/2022,4.62,4.68,4.74,4.6,17300000,-1.70%,0.763865825,Stark
5/6/2022,4.7,4.62,4.7,4.56,34320000,0.00%,0.777150448,Stark
5/5/2022,4.7,4.68,4.74,4.62,24610000,1.29%,0.777150448,Stark
5/3/2022,4.64,4.68,4.68,4.62,16150000,-1.28%,0.767186981,Stark
4/29/2022,4.7,4.68,4.76,4.64,46110000,0.43%,0.777150448,Stark
4/28/2022,4.68,4.56,4.7,4.54,27810000,2.18%,0.773829293,Stark
4/27/2022,4.58,4.56,4.58,4.5,17470000,0.88%,0.757223514,Stark
4/26/2022,4.54,4.6,4.64,4.54,10880000,-1.30%,0.750581202,Stark
4/25/2022,4.6,4.54,4.62,4.52,8850000,0.00%,0.76054467,Stark
4/22/2022,4.6,4.56,4.66,4.56,8280000,0.88%,0.76054467,Stark
4/21/2022,4.56,4.6,4.64,4.54,6220000,-0.44%,0.753902358,Stark
4/20/2022,4.58,4.66,4.7,4.56,22050000,-0.87%,0.757223514,Stark
4/19/2022,4.62,4.54,4.66,4.52,18750000,2.21%,0.763865825,Stark
4/18/2022,4.52,4.42,4.54,4.42,22790000,1.80%,0.747260046,Stark
4/12/2022,4.44,4.4,4.5,4.4,20960000,0.91%,0.733975423,Stark
4/11/2022,4.4,4.5,4.5,4.38,12720000,-2.22%,0.727333112,Stark
4/8/2022,4.5,4.48,4.52,4.46,8830000,0.90%,0.743938891,Stark
4/7/2022,4.46,4.58,4.62,4.44,22890000,-2.62%,0.737296579,Stark
4/5/2022,4.58,4.6,4.7,4.58,21090000,-0.43%,0.757223514,Stark
4/4/2022,4.6,4.7,4.72,4.58,12100000,-1.29%,0.76054467,Stark
4/1/2022,4.66,4.68,4.7,4.64,15590000,-0.85%,0.770508137,Stark
3/31/2022,4.7,4.72,4.74,4.68,12250000,-0.42%,0.777150448,Stark
3/30/2022,4.72,4.72,4.74,4.68,12350000,0.00%,0.780471604,Stark
3/29/2022,4.72,4.66,4.74,4.64,32530000,1.72%,0.780471604,Stark
3/28/2022,4.64,4.6,4.64,4.56,13730000,0.43%,0.767186981,Stark
3/25/2022,4.62,4.72,4.76,4.62,29580000,-2.12%,0.763865825,Stark
3/24/2022,4.72,4.68,4.72,4.66,15010000,0.00%,0.780471604,Stark
3/23/2022,4.72,4.68,4.78,4.66,64970000,1.72%,0.780471604,Stark
3/22/2022,4.64,4.62,4.66,4.58,28850000,0.43%,0.767186981,Stark
3/21/2022,4.62,4.56,4.68,4.52,35230000,1.32%,0.763865825,Stark
3/18/2022,4.56,4.44,4.58,4.44,25700000,2.70%,0.753902358,Stark
3/17/2022,4.44,4.42,4.48,4.4,13630000,0.45%,0.733975423,Stark
3/16/2022,4.42,4.42,4.46,4.4,9280000,1.38%,0.730654268,Stark
3/15/2022,4.36,4.38,4.46,4.36,11130000,0.00%,0.7206908,Stark
3/14/2022,4.36,4.46,4.5,4.36,20020000,-2.24%,0.7206908,Stark
3/11/2022,4.46,4.42,4.56,4.42,24220000,0.00%,0.737296579,Stark
3/10/2022,4.46,4.54,4.62,4.46,23610000,-1.76%,0.737296579,Stark
3/9/2022,4.54,4.42,4.54,4.36,30570000,3.65%,0.750581202,Stark
3/8/2022,4.38,4.34,4.42,4.24,27760000,0.00%,0.724011956,Stark
3/7/2022,4.38,4.48,4.48,4.34,22020000,-2.67%,0.724011956,Stark
3/4/2022,4.5,4.56,4.62,4.5,20810000,-2.17%,0.743938891,Stark
3/3/2022,4.6,4.58,4.64,4.54,24420000,0.44%,0.76054467,Stark
3/2/2022,4.58,4.6,4.7,4.58,29760000,-0.43%,0.757223514,Stark
3/1/2022,4.6,4.68,4.7,4.6,30860000,-1.71%,0.76054467,Stark
2/28/2022,4.68,4.6,4.7,4.52,58440000,1.74%,0.773829293,Stark
2/25/2022,4.6,4.52,4.66,4.42,83670000,2.68%,0.76054467,Stark
2/24/2022,4.48,4.44,4.52,4.32,156940000,4.19%,0.740617735,Stark
2/23/2022,4.3,4.26,4.32,4.22,17030000,1.42%,0.710727333,Stark
2/22/2022,4.24,4.28,4.3,4.2,21980000,-0.93%,0.700763866,Stark
2/21/2022,4.28,4.32,4.36,4.28,10830000,-0.93%,0.707406177,Stark
2/18/2022,4.32,4.36,4.38,4.3,25250000,-0.92%,0.714048489,Stark
2/17/2022,4.36,4.38,4.42,4.32,29290000,0.93%,0.7206908,Stark
2/15/2022,4.32,4.26,4.36,4.26,25180000,1.89%,0.714048489,Stark
2/14/2022,4.24,4.3,4.3,4.22,17270000,-1.85%,0.700763866,Stark
2/11/2022,4.32,4.34,4.36,4.3,9550000,-0.46%,0.714048489,Stark
2/10/2022,4.34,4.36,4.38,4.3,20740000,0.00%,0.717369645,Stark
2/9/2022,4.34,4.42,4.44,4.32,27330000,-1.81%,0.717369645,Stark
2/8/2022,4.42,4.42,4.44,4.4,13000000,0.45%,0.730654268,Stark
2/7/2022,4.4,4.44,4.44,4.38,46610000,-0.45%,0.727333112,Stark
2/4/2022,4.42,4.52,4.52,4.42,34600000,-2.21%,0.730654268,Stark
2/3/2022,4.52,4.56,4.58,4.5,16000000,-0.44%,0.747260046,Stark
2/2/2022,4.54,4.5,4.58,4.5,22610000,0.89%,0.750581202,Stark
2/1/2022,4.5,4.52,4.52,4.46,15400000,-0.44%,0.743938891,Stark
1/31/2022,4.52,4.46,4.56,4.46,21120000,1.35%,0.747260046,Stark
1/28/2022,4.46,4.42,4.5,4.4,21540000,1.36%,0.737296579,Stark
1/27/2022,4.4,4.44,4.5,4.4,24520000,-1.79%,0.727333112,Stark
1/26/2022,4.48,4.44,4.52,4.42,18890000,0.90%,0.740617735,Stark
1/25/2022,4.44,4.5,4.54,4.42,28330000,-0.89%,0.733975423,Stark
1/24/2022,4.48,4.54,4.56,4.48,10900000,-2.18%,0.740617735,Stark
1/21/2022,4.58,4.48,4.58,4.36,100390000,1.78%,0.757223514,Stark
1/20/2022,4.5,4.54,4.6,4.48,23430000,-0.88%,0.743938891,Stark
1/19/2022,4.54,4.54,4.58,4.5,26260000,0.44%,0.750581202,Stark
1/18/2022,4.52,4.54,4.6,4.48,59760000,0.00%,0.747260046,Stark
1/17/2022,4.52,4.52,4.6,4.5,38140000,0.00%,0.747260046,Stark
1/14/2022,4.52,4.52,4.6,4.5,61930000,0.00%,0.747260046,Stark
1/13/2022,4.52,4.52,4.54,4.48,35710000,0.00%,0.747260046,Stark
1/12/2022,4.52,4.64,4.64,4.48,110110000,-2.16%,0.747260046,Stark
1/11/2022,4.62,4.6,4.64,4.6,17110000,0.00%,0.763865825,Stark
1/10/2022,4.62,4.66,4.68,4.6,33180000,-0.43%,0.763865825,Stark
1/7/2022,4.64,4.62,4.68,4.6,83020000,1.31%,0.767186981,Stark
1/6/2022,4.58,4.56,4.64,4.52,67530000,0.88%,0.757223514,Stark
1/5/2022,4.54,4.62,4.66,4.52,78520000,-1.73%,0.750581202,Stark
1/4/2022,4.62,4.74,4.78,4.6,65630000,-2.53%,0.763865825,Stark
12/30/2021,4.74,4.76,4.76,4.7,46000000,-0.42%,0.78379276,Stark
12/29/2021,4.76,4.78,4.78,4.72,46480000,-0.83%,0.787113916,Stark
12/28/2021,4.8,4.78,4.8,4.76,37340000,0.42%,0.793756227,Stark
12/27/2021,4.78,4.9,4.9,4.78,42280000,-2.85%,0.790435071,Stark
12/24/2021,4.92,4.8,4.94,4.7,111570000,2.50%,0.813683162,Stark
12/23/2021,4.8,4.88,4.9,4.78,60420000,-1.64%,0.793756227,Stark
12/22/2021,4.88,4.88,5.05,4.8,118400000,0.41%,0.80704085,Stark
12/21/2021,4.86,4.9,4.9,4.82,18770000,-0.41%,0.803719694,Stark
12/20/2021,4.88,4.78,4.92,4.78,47620000,2.09%,0.80704085,Stark
12/17/2021,4.78,4.88,4.88,4.72,75560000,-2.05%,0.790435071,Stark
12/16/2021,4.88,4.9,4.92,4.86,20620000,-0.41%,0.80704085,Stark
12/15/2021,4.9,4.94,4.94,4.84,18420000,-0.81%,0.810362006,Stark
12/14/2021,4.94,4.9,4.96,4.88,15030000,0.41%,0.817004318,Stark
12/13/2021,4.92,4.96,4.98,4.92,18640000,-0.40%,0.813683162,Stark
12/9/2021,4.94,4.94,4.94,4.88,15350000,0.00%,0.817004318,Stark
12/8/2021,4.94,4.94,5.05,4.9,29020000,0.41%,0.817004318,Stark
12/7/2021,4.92,5,5.05,4.76,54130000,-1.20%,0.813683162,Stark
12/3/2021,4.98,5.05,5.15,4.98,25330000,-2.35%,0.823646629,Stark
12/2/2021,5.1,5,5.1,4.96,35840000,0.99%,0.843573564,Stark
12/1/2021,5.05,4.74,5.05,4.72,98900000,6.99%,0.835270674,Stark
11/30/2021,4.72,4.78,4.82,4.66,63070000,0.00%,0.780471604,Stark
11/29/2021,4.72,4.86,4.96,4.66,69220000,-3.67%,0.780471604,Stark
11/26/2021,4.9,4.88,5.05,4.88,127950000,0.00%,0.810362006,Stark
11/25/2021,4.9,4.78,4.9,4.76,51860000,2.94%,0.810362006,Stark
11/24/2021,4.76,4.82,4.84,4.74,22200000,-0.83%,0.787113916,Stark
11/23/2021,4.8,4.82,4.88,4.76,32140000,0.00%,0.793756227,Stark
