วันเดือนปี,price,ราคาเปิด,สูงสุด,ต่ำสุด,vol,% เปลี่ยน,Norm_price,stock
11/22/2021,4.8,4.78,4.8,4.68,30100000,0.00%,0.793756227,Stark
11/19/2021,4.8,4.74,4.84,4.72,64290000,0.84%,0.793756227,Stark
11/18/2021,4.76,4.68,4.76,4.68,49180000,0.42%,0.787113916,Stark
11/17/2021,4.74,4.7,4.78,4.68,41280000,1.28%,0.78379276,Stark
11/16/2021,4.68,4.74,4.74,4.64,19090000,0.00%,0.773829293,Stark
11/15/2021,4.68,4.76,4.84,4.6,47970000,-0.85%,0.773829293,Stark
11/12/2021,4.72,4.64,4.76,4.64,133610000,3.51%,0.780471604,Stark
11/11/2021,4.56,4.62,4.66,4.52,37180000,-1.72%,0.753902358,Stark
11/10/2021,4.64,4.54,4.68,4.52,93920000,2.65%,0.767186981,Stark
11/9/2021,4.52,4.46,4.52,4.44,34910000,1.35%,0.747260046,Stark
11/8/2021,4.46,4.44,4.5,4.44,37160000,0.00%,0.737296579,Stark
11/5/2021,4.46,4.36,4.46,4.36,32520000,1.83%,0.737296579,Stark
11/4/2021,4.38,4.3,4.38,4.3,9490000,1.86%,0.724011956,Stark
11/3/2021,4.3,4.36,4.38,4.26,33370000,-0.92%,0.710727333,Stark
11/2/2021,4.34,4.4,4.42,4.34,25750000,-0.91%,0.717369645,Stark
11/1/2021,4.38,4.4,4.42,4.38,13060000,-0.45%,0.724011956,Stark
10/29/2021,4.4,4.38,4.42,4.36,27470000,1.38%,0.727333112,Stark
10/28/2021,4.34,4.24,4.4,4.24,53920000,2.36%,0.717369645,Stark
10/27/2021,4.24,4.28,4.32,4.24,27910000,-0.47%,0.700763866,Stark
10/26/2021,4.26,4.4,4.42,4.22,64310000,-2.74%,0.704085022,Stark
10/25/2021,4.38,4.4,4.44,4.36,44240000,-1.79%,0.724011956,Stark
10/21/2021,4.46,4.42,4.5,4.38,53780000,1.36%,0.737296579,Stark
10/20/2021,4.4,4.4,4.48,4.4,48080000,0.46%,0.727333112,Stark
10/19/2021,4.38,4.5,4.5,4.38,92710000,-2.67%,0.724011956,Stark
10/18/2021,4.5,4.48,4.54,4.46,51620000,0.90%,0.743938891,Stark
10/15/2021,4.46,4.54,4.6,4.46,61530000,-1.33%,0.737296579,Stark
10/14/2021,4.52,4.7,4.7,4.46,199250000,-4.24%,0.747260046,Stark
10/12/2021,4.72,4.54,4.74,4.42,276440000,3.96%,0.780471604,Stark
10/11/2021,4.54,5.3,5.3,4.36,883860000,-14.34%,0.750581202,Stark
10/8/2021,5.3,5.3,5.45,5.2,110130000,0.95%,0.876785121,Stark
10/7/2021,5.25,5.15,5.35,5.1,106450000,2.94%,0.868482232,Stark
10/6/2021,5.1,5.05,5.3,5.05,114320000,2.00%,0.843573564,Stark
10/5/2021,5,5,5.05,4.98,56020000,0.00%,0.826967785,Stark
10/4/2021,5,5,5.15,4.98,90700000,0.81%,0.826967785,Stark
10/1/2021,4.96,4.98,5.05,4.9,75280000,-0.80%,0.820325473,Stark
9/30/2021,5,4.92,5.05,4.88,128520000,1.63%,0.826967785,Stark
9/29/2021,4.92,4.92,5.05,4.86,108140000,-0.81%,0.813683162,Stark
9/28/2021,4.96,4.82,5.05,4.82,179310000,2.90%,0.820325473,Stark
9/27/2021,4.82,4.66,4.96,4.62,215470000,3.43%,0.797077383,Stark
9/23/2021,4.66,4.64,4.72,4.56,86710000,0.43%,0.770508137,Stark
9/22/2021,4.64,4.42,4.7,4.42,186600000,4.50%,0.767186981,Stark
9/21/2021,4.44,4.38,4.46,4.36,28550000,1.37%,0.733975423,Stark
9/20/2021,4.38,4.34,4.42,4.34,25470000,0.00%,0.724011956,Stark
9/17/2021,4.38,4.5,4.5,4.34,190280000,-2.23%,0.724011956,Stark
9/16/2021,4.48,4.54,4.58,4.44,135310000,-2.61%,0.740617735,Stark
9/15/2021,4.6,4.32,4.6,4.32,230630000,6.48%,0.76054467,Stark
9/14/2021,4.32,4.36,4.38,4.32,48650000,-0.46%,0.714048489,Stark
9/13/2021,4.34,4.3,4.44,4.3,139440000,1.40%,0.717369645,Stark
9/10/2021,4.28,4.32,4.32,4.28,12500000,-0.47%,0.707406177,Stark
9/9/2021,4.3,4.32,4.34,4.28,18230000,0.00%,0.710727333,Stark
9/8/2021,4.3,4.26,4.32,4.24,19380000,1.42%,0.710727333,Stark
9/7/2021,4.24,4.32,4.32,4.24,20620000,-1.40%,0.700763866,Stark
9/6/2021,4.3,4.3,4.36,4.28,19520000,0.00%,0.710727333,Stark
9/3/2021,4.3,4.32,4.34,4.28,51090000,0.00%,0.710727333,Stark
9/2/2021,4.3,4.32,4.32,4.3,9740000,0.00%,0.710727333,Stark
9/1/2021,4.3,4.34,4.34,4.3,13340000,-0.46%,0.710727333,Stark
8/31/2021,4.32,4.36,4.38,4.32,37910000,-1.37%,0.714048489,Stark
8/30/2021,4.38,4.3,4.42,4.28,40800000,1.86%,0.724011956,Stark
8/27/2021,4.3,4.32,4.34,4.3,18430000,-0.46%,0.710727333,Stark
8/26/2021,4.32,4.34,4.38,4.32,15190000,-0.46%,0.714048489,Stark
8/25/2021,4.34,4.3,4.36,4.3,26400000,0.93%,0.717369645,Stark
8/24/2021,4.3,4.34,4.34,4.28,40010000,-0.92%,0.710727333,Stark
8/23/2021,4.34,4.46,4.46,4.26,89190000,-0.91%,0.717369645,Stark
8/20/2021,4.38,4.38,4.42,4.38,13840000,0.00%,0.724011956,Stark
8/19/2021,4.38,4.4,4.42,4.36,48090000,-1.79%,0.724011956,Stark
8/18/2021,4.46,4.38,4.46,4.32,77490000,1.83%,0.737296579,Stark
8/17/2021,4.38,4.24,4.38,4.24,70940000,3.79%,0.724011956,Stark
8/16/2021,4.22,4.32,4.32,4.1,64500000,-3.21%,0.69744271,Stark
8/13/2021,4.36,4.34,4.36,4.3,39080000,0.93%,0.7206908,Stark
8/11/2021,4.32,4.38,4.4,4.3,28270000,-1.37%,0.714048489,Stark
8/10/2021,4.38,4.44,4.44,4.36,45420000,-1.35%,0.724011956,Stark
8/9/2021,4.44,4.34,4.44,4.32,148200000,3.26%,0.733975423,Stark
8/6/2021,4.3,4.3,4.32,4.22,34230000,0.47%,0.710727333,Stark
8/5/2021,4.28,4.28,4.34,4.24,25630000,0.00%,0.707406177,Stark
8/4/2021,4.28,4.36,4.36,4.26,19830000,-1.38%,0.707406177,Stark
8/3/2021,4.34,4.24,4.36,4.2,59680000,2.36%,0.717369645,Stark
8/2/2021,4.24,4.24,4.28,4.2,19330000,-0.93%,0.700763866,Stark
7/30/2021,4.28,4.34,4.36,4.24,49160000,-1.83%,0.707406177,Stark
7/29/2021,4.36,4.34,4.38,4.3,93000000,0.46%,0.7206908,Stark
7/27/2021,4.34,4.26,4.38,4.18,178600000,2.36%,0.717369645,Stark
7/23/2021,4.24,4.2,4.26,4.16,80960000,0.95%,0.700763866,Stark
7/22/2021,4.2,4.08,4.28,4.08,195430000,3.45%,0.694121554,Stark
7/21/2021,4.06,4.12,4.12,4.06,17070000,-1.46%,0.670873464,Stark
7/20/2021,4.12,4.12,4.14,4.02,74150000,-0.48%,0.680836931,Stark
7/19/2021,4.14,4.12,4.18,4.1,55710000,-1.43%,0.684158087,Stark
7/16/2021,4.2,4.2,4.28,4.16,281510000,0.96%,0.694121554,Stark
7/15/2021,4.16,3.96,4.18,3.96,260550000,5.58%,0.687479243,Stark
7/14/2021,3.94,3.9,3.96,3.88,23030000,0.51%,0.650946529,Stark
7/13/2021,3.92,3.92,3.98,3.88,21800000,0.51%,0.647625374,Stark
7/12/2021,3.9,3.86,3.94,3.84,29230000,1.04%,0.644304218,Stark
7/9/2021,3.86,3.86,3.88,3.78,21810000,-0.52%,0.637661906,Stark
7/8/2021,3.88,3.96,4,3.86,73840000,-3.48%,0.640983062,Stark
7/7/2021,4.02,3.92,4.1,3.9,166360000,2.03%,0.664231152,Stark
7/6/2021,3.94,3.84,3.94,3.84,27280000,2.60%,0.650946529,Stark
7/5/2021,3.84,3.9,3.9,3.8,16710000,-1.54%,0.634340751,Stark
7/2/2021,3.9,4,4.02,3.9,31580000,-2.99%,0.644304218,Stark
7/1/2021,4.02,4,4.04,3.94,69680000,1.52%,0.664231152,Stark
6/30/2021,3.96,3.76,3.98,3.74,79840000,5.88%,0.654267685,Stark
6/29/2021,3.74,3.72,3.8,3.7,26000000,0.54%,0.617734972,Stark
6/28/2021,3.72,3.76,3.78,3.68,29370000,-2.11%,0.614413816,Stark
6/25/2021,3.8,3.84,3.86,3.78,25060000,-1.04%,0.627698439,Stark
6/24/2021,3.84,3.86,3.86,3.78,48560000,-0.52%,0.634340751,Stark
6/23/2021,3.86,3.98,4.02,3.84,62270000,-2.53%,0.637661906,Stark
6/22/2021,3.96,4.04,4.04,3.96,65160000,-1.00%,0.654267685,Stark
6/21/2021,4,3.78,4.04,3.76,170170000,5.26%,0.660909997,Stark
6/18/2021,3.8,3.94,3.94,3.76,164000000,-3.55%,0.627698439,Stark
6/17/2021,3.94,4.04,4.04,3.9,160340000,-2.96%,0.650946529,Stark
6/16/2021,4.06,4.06,4.08,4.04,32130000,1.00%,0.670873464,Stark
6/15/2021,4.02,4.08,4.12,4,75760000,-1.47%,0.664231152,Stark
6/14/2021,4.08,4.12,4.12,4.06,33120000,-0.49%,0.67419462,Stark
6/11/2021,4.1,4.1,4.12,4.08,24660000,0.49%,0.677515775,Stark
6/10/2021,4.08,4.1,4.14,4.08,52360000,-0.97%,0.67419462,Stark
6/9/2021,4.12,4.12,4.14,4.1,24430000,0.00%,0.680836931,Stark
6/8/2021,4.12,4.14,4.14,4.1,32570000,0.00%,0.680836931,Stark
6/7/2021,4.12,4.14,4.22,4.1,120140000,0.00%,0.680836931,Stark
6/4/2021,4.12,4.14,4.16,4.12,49090000,0.49%,0.680836931,Stark
6/2/2021,4.1,4.12,4.18,4.1,67190000,0.00%,0.677515775,Stark
6/1/2021,4.1,4.12,4.12,4.08,30210000,-0.49%,0.677515775,Stark
5/31/2021,4.12,4.08,4.16,4.08,37520000,0.98%,0.680836931,Stark
5/28/2021,4.08,4.12,4.14,4.08,35010000,-0.49%,0.67419462,Stark
5/27/2021,4.1,4.1,4.16,4.08,46250000,0.00%,0.677515775,Stark
5/25/2021,4.1,4.14,4.16,4.08,30350000,-0.49%,0.677515775,Stark
5/24/2021,4.12,4.1,4.18,4.08,51810000,0.98%,0.680836931,Stark
5/21/2021,4.08,4.1,4.12,4.06,23410000,0.00%,0.67419462,Stark
5/20/2021,4.08,4.14,4.16,4.08,35470000,-0.97%,0.67419462,Stark
5/19/2021,4.12,4.16,4.24,4.12,69970000,-0.48%,0.680836931,Stark
5/18/2021,4.14,4.08,4.22,4.08,75080000,1.97%,0.684158087,Stark
5/17/2021,4.06,4.08,4.12,4.04,40640000,-2.87%,0.670873464,Stark
5/14/2021,4.18,4.24,4.26,4.1,47430000,-0.48%,0.690800399,Stark
5/13/2021,4.2,4.34,4.38,3.92,149930000,-3.23%,0.694121554,Stark
5/12/2021,4.34,4.42,4.46,4.32,91830000,-0.91%,0.717369645,Stark
5/11/2021,4.38,4.36,4.44,4.34,54430000,0.00%,0.724011956,Stark
5/10/2021,4.38,4.42,4.42,4.34,37940000,-0.45%,0.724011956,Stark
5/7/2021,4.4,4.46,4.48,4.38,64860000,-1.35%,0.727333112,Stark
5/6/2021,4.46,4.42,4.54,4.4,153600000,1.83%,0.737296579,Stark
5/5/2021,4.38,4.36,4.44,4.32,106370000,1.39%,0.724011956,Stark
4/30/2021,4.32,4.38,4.38,4.32,36090000,-0.92%,0.714048489,Stark
4/29/2021,4.36,4.38,4.44,4.34,50630000,-0.46%,0.7206908,Stark
4/28/2021,4.38,4.36,4.42,4.34,72270000,1.39%,0.724011956,Stark
4/27/2021,4.32,4.5,4.5,4.32,115090000,-3.57%,0.714048489,Stark
4/26/2021,4.48,4.54,4.56,4.48,70500000,-1.32%,0.740617735,Stark
4/23/2021,4.54,4.46,4.58,4.46,265080000,1.34%,0.750581202,Stark
4/22/2021,4.48,4.44,4.54,4.4,192080000,1.82%,0.740617735,Stark
4/21/2021,4.4,4.4,4.46,4.38,61150000,0.00%,0.727333112,Stark
4/20/2021,4.4,4.48,4.52,4.4,81440000,-1.35%,0.727333112,Stark
4/19/2021,4.46,4.46,4.52,4.44,113230000,0.45%,0.737296579,Stark
4/16/2021,4.44,4.38,4.48,4.28,140150000,0.91%,0.733975423,Stark
4/12/2021,4.4,4.52,4.56,4.4,138380000,-3.08%,0.727333112,Stark
4/9/2021,4.54,4.5,4.6,4.42,196280000,2.25%,0.750581202,Stark
4/8/2021,4.44,4.58,4.58,4.38,229770000,-2.20%,0.733975423,Stark
4/7/2021,4.54,4.3,4.76,4.28,802430000,3.65%,0.750581202,Stark
4/5/2021,4.38,4.2,4.42,4.16,506940000,4.78%,0.724011956,Stark
4/2/2021,4.18,4.2,4.22,4.16,39710000,0.00%,0.690800399,Stark
4/1/2021,4.18,4.18,4.24,4.18,44400000,0.00%,0.690800399,Stark
3/31/2021,4.18,4.2,4.3,4.16,210640000,0.48%,0.690800399,Stark
3/30/2021,4.16,4.2,4.2,4.14,32850000,-0.48%,0.687479243,Stark
3/29/2021,4.18,4.18,4.24,4.16,61750000,0.48%,0.690800399,Stark
3/26/2021,4.16,4.2,4.22,4.14,35810000,-0.48%,0.687479243,Stark
3/25/2021,4.18,4.26,4.28,4.18,68260000,-0.95%,0.690800399,Stark
3/24/2021,4.22,4.12,4.22,4.12,59920000,1.93%,0.69744271,Stark
3/23/2021,4.14,4.2,4.22,4.12,40820000,-0.96%,0.684158087,Stark
3/22/2021,4.18,4.2,4.22,4.14,52510000,-0.48%,0.690800399,Stark
3/19/2021,4.2,4.18,4.26,4.16,101800000,0.48%,0.694121554,Stark
3/18/2021,4.18,4.18,4.28,4.14,278110000,1.95%,0.690800399,Stark
3/17/2021,4.1,4.12,4.18,4.04,222260000,-2.38%,0.677515775,Stark
3/16/2021,4.2,4.2,4.26,4.18,28330000,0.00%,0.694121554,Stark
3/15/2021,4.2,4.26,4.28,4.16,30450000,-1.41%,0.694121554,Stark
3/12/2021,4.26,4.3,4.3,4.22,35120000,0.47%,0.704085022,Stark
3/11/2021,4.24,4.46,4.48,4.2,181130000,-4.07%,0.700763866,Stark
3/10/2021,4.42,4.16,4.42,4.14,181560000,6.76%,0.730654268,Stark
3/9/2021,4.14,4.18,4.18,4.14,22940000,-0.48%,0.684158087,Stark
3/8/2021,4.16,4.18,4.18,4.06,41070000,0.00%,0.687479243,Stark
3/5/2021,4.16,4.22,4.26,4.16,43910000,-1.42%,0.687479243,Stark
3/4/2021,4.22,4.08,4.22,4.08,56370000,3.43%,0.69744271,Stark
3/3/2021,4.08,4.08,4.12,4.04,35820000,0.00%,0.67419462,Stark
3/2/2021,4.08,4.08,4.16,4.06,48610000,0.99%,0.67419462,Stark
3/1/2021,4.04,4.12,4.16,4,51910000,-2.88%,0.667552308,Stark
2/25/2021,4.16,4.2,4.24,4.12,57030000,0.97%,0.687479243,Stark
2/24/2021,4.12,4.3,4.32,4.12,104380000,-1.90%,0.680836931,Stark
2/23/2021,4.2,4.16,4.22,4.08,27030000,2.44%,0.694121554,Stark
2/22/2021,4.1,4.24,4.24,4.06,31750000,-2.84%,0.677515775,Stark
2/19/2021,4.22,4.2,4.26,4.18,29060000,0.48%,0.69744271,Stark
2/18/2021,4.2,4.24,4.28,4.2,21650000,-0.47%,0.694121554,Stark
2/17/2021,4.22,4.32,4.36,4.22,47500000,-1.86%,0.69744271,Stark
2/16/2021,4.3,4.24,4.36,4.22,77830000,2.87%,0.710727333,Stark
2/15/2021,4.18,4.3,4.3,4.12,62700000,-2.34%,0.690800399,Stark
2/11/2021,4.28,4.38,4.4,4.2,53560000,-2.73%,0.707406177,Stark
2/10/2021,4.4,4.5,4.52,4.4,26080000,-1.79%,0.727333112,Stark
2/9/2021,4.48,4.5,4.58,4.46,73890000,0.45%,0.740617735,Stark
2/8/2021,4.46,4.36,4.46,4.34,45320000,2.76%,0.737296579,Stark
2/5/2021,4.34,4.4,4.42,4.32,35130000,-0.91%,0.717369645,Stark
2/4/2021,4.38,4.44,4.5,4.38,26970000,-1.35%,0.724011956,Stark
2/3/2021,4.44,4.46,4.52,4.42,61050000,2.30%,0.733975423,Stark
2/2/2021,4.34,4.4,4.44,4.32,34490000,-0.91%,0.717369645,Stark
2/1/2021,4.38,4.42,4.48,4.34,37600000,-0.90%,0.724011956,Stark
1/29/2021,4.42,4.52,4.52,4.4,22640000,0.00%,0.730654268,Stark
1/28/2021,4.42,4.46,4.48,4.34,55440000,-2.21%,0.730654268,Stark
1/27/2021,4.52,4.62,4.72,4.52,45950000,-1.74%,0.747260046,Stark
1/26/2021,4.6,4.68,4.68,4.6,30680000,-1.71%,0.76054467,Stark
1/25/2021,4.68,4.68,4.7,4.62,23660000,1.30%,0.773829293,Stark
1/22/2021,4.62,4.72,4.74,4.62,26390000,-2.12%,0.763865825,Stark
1/21/2021,4.72,4.74,4.82,4.68,54950000,0.00%,0.780471604,Stark
1/20/2021,4.72,4.74,4.74,4.62,53720000,0.00%,0.780471604,Stark
1/19/2021,4.72,4.6,4.8,4.56,102400000,3.51%,0.780471604,Stark
1/18/2021,4.56,4.66,4.72,4.44,84710000,-2.15%,0.753902358,Stark
1/15/2021,4.66,4.68,4.8,4.56,103940000,-1.69%,0.770508137,Stark
1/14/2021,4.74,5,5,4.66,181340000,-5.20%,0.78379276,Stark
1/13/2021,5,5.05,5.05,4.9,83440000,0.40%,0.826967785,Stark
1/12/2021,4.98,4.98,5.05,4.96,90600000,1.63%,0.823646629,Stark
1/11/2021,4.9,4.7,4.94,4.68,189910000,6.06%,0.810362006,Stark
1/8/2021,4.62,4.76,4.78,4.62,64970000,-2.94%,0.763865825,Stark
1/7/2021,4.76,4.56,4.84,4.56,116780000,5.78%,0.787113916,Stark
1/6/2021,4.5,4.7,4.76,4.48,114630000,-3.02%,0.743938891,Stark
1/5/2021,4.64,4.38,4.66,4.38,122500000,6.42%,0.767186981,Stark
1/4/2021,4.36,4.18,4.46,4.16,95390000,2.35%,0.7206908,Stark
12/30/2020,4.26,4.9,4.94,4,523820000,-17.88%,0.704085022,Stark
12/29/2020,5.187,5.138,5.435,4.99,151440000,2.54%,0.858020591,Stark
12/28/2020,5.059,5.217,5.336,4.901,178880000,-0.78%,0.836765194,Stark
12/25/2020,5.099,4.901,5.336,4.861,247910000,4.88%,0.843407506,Stark
12/24/2020,4.861,4.743,4.861,4.585,84260000,3.36%,0.803885752,Stark
12/23/2020,4.703,4.861,4.901,4.703,116980000,-2.46%,0.777648622,Stark
12/22/2020,4.822,4.427,4.861,4.269,187620000,10.91%,0.797409499,Stark
12/21/2020,4.348,4.506,4.624,4.348,149610000,-5.98%,0.718698107,Stark
12/18/2020,4.624,4.308,4.624,4.229,179530000,9.35%,0.764530056,Stark
12/17/2020,4.229,4.466,4.466,4.15,94680000,-4.46%,0.69893723,Stark
12/16/2020,4.427,4.466,4.545,4.387,107200000,0.90%,0.731816672,Stark
12/15/2020,4.387,4.19,4.387,4.19,103840000,5.71%,0.725174361,Stark
12/14/2020,4.15,4.15,4.269,4.11,104510000,1.94%,0.685818665,Stark
12/9/2020,4.071,3.873,4.071,3.854,197350000,6.74%,0.6727001,Stark
12/8/2020,3.814,3.794,3.873,3.755,94070000,0.52%,0.630023248,Stark
12/4/2020,3.794,3.814,3.873,3.735,77690000,0.00%,0.626702092,Stark
12/3/2020,3.794,3.636,3.873,3.636,192900000,4.92%,0.626702092,Stark
12/2/2020,3.616,3.616,3.656,3.597,45270000,0.55%,0.597143806,Stark
12/1/2020,3.597,3.616,3.636,3.597,18610000,0.00%,0.593988708,Stark
11/30/2020,3.597,3.616,3.676,3.597,57310000,0.00%,0.593988708,Stark
11/27/2020,3.597,3.636,3.636,3.597,22550000,0.00%,0.593988708,Stark
11/26/2020,3.597,3.597,3.636,3.557,53600000,0.55%,0.593988708,Stark
11/25/2020,3.577,3.636,3.656,3.557,43030000,-1.09%,0.590667552,Stark
11/24/2020,3.616,3.537,3.715,3.518,144810000,2.23%,0.597143806,Stark
11/23/2020,3.537,3.616,3.616,3.537,61940000,-0.56%,0.584025241,Stark
11/20/2020,3.557,3.656,3.656,3.557,64190000,-1.64%,0.587346397,Stark
11/19/2020,3.616,3.577,3.656,3.537,92580000,1.67%,0.597143806,Stark
11/18/2020,3.557,3.557,3.636,3.478,90620000,-1.10%,0.587346397,Stark
11/17/2020,3.597,3.616,3.695,3.557,82430000,0.55%,0.593988708,Stark
11/16/2020,3.577,3.636,3.695,3.577,56850000,-2.16%,0.590667552,Stark
11/13/2020,3.656,3.636,3.695,3.577,92330000,1.65%,0.603786118,Stark
11/12/2020,3.597,3.715,3.775,3.597,170830000,-4.71%,0.593988708,Stark
11/11/2020,3.775,3.537,3.775,3.458,170660000,7.91%,0.623546994,Stark
11/10/2020,3.498,3.498,3.537,3.34,111930000,-1.67%,0.577548987,Stark
11/9/2020,3.557,3.577,3.636,3.518,133310000,1.69%,0.587346397,Stark
11/6/2020,3.498,3.498,3.577,3.419,225170000,6.63%,0.577548987,Stark
11/5/2020,3.28,3.3,3.32,3.241,70310000,0.00%,0.541348389,Stark
11/4/2020,3.28,3.28,3.36,3.221,97780000,0.61%,0.541348389,Stark
11/3/2020,3.261,3.3,3.399,3.241,279640000,-0.60%,0.538193291,Stark
11/2/2020,3.28,3.063,3.379,3.043,395200000,7.79%,0.541348389,Stark
10/30/2020,3.043,2.964,3.063,2.925,315490000,8.45%,0.501992693,Stark
10/29/2020,2.806,2.964,2.964,2.806,177840000,-5.33%,0.462636998,Stark
10/28/2020,2.964,3.162,3.201,2.905,275470000,-21.88%,0.488874128,Stark
10/27/2020,3.794,3.873,3.913,3.715,9770000,-1.54%,0.626702092,Stark
10/26/2020,3.854,3.893,3.933,3.814,4970000,-1.02%,0.63666556,Stark
10/22/2020,3.893,3.952,3.952,3.873,1880000,-1.01%,0.643141813,Stark
10/21/2020,3.933,3.933,3.952,3.893,1310000,1.02%,0.649784125,Stark
10/20/2020,3.893,3.873,3.952,3.873,2180000,0.51%,0.643141813,Stark
10/19/2020,3.873,3.992,3.992,3.873,5600000,-2.00%,0.639820658,Stark
10/16/2020,3.952,3.992,4.031,3.952,1260000,-0.99%,0.652939223,Stark
10/15/2020,3.992,4.031,4.031,3.952,1380000,-0.98%,0.659581534,Stark
10/14/2020,4.031,3.992,4.071,3.992,1080000,0.99%,0.666057788,Stark
10/12/2020,3.992,4.071,4.071,3.992,1370000,-0.98%,0.659581534,Stark
10/9/2020,4.031,4.071,4.11,4.031,721150,-0.97%,0.666057788,Stark
10/8/2020,4.071,4.071,4.11,4.031,860200,0.00%,0.6727001,Stark
10/7/2020,4.071,4.11,4.11,4.031,2070000,-0.96%,0.6727001,Stark
10/6/2020,4.11,4.11,4.15,4.071,1060000,0.00%,0.679176353,Stark
10/5/2020,4.11,4.15,4.15,4.071,611700,0.00%,0.679176353,Stark
10/2/2020,4.11,4.11,4.15,4.071,426250,0.00%,0.679176353,Stark
10/1/2020,4.11,4.11,4.15,4.071,1340000,0.00%,0.679176353,Stark
9/30/2020,4.11,4.15,4.15,4.071,3820000,-0.95%,0.679176353,Stark
9/29/2020,4.15,4.15,4.19,4.15,4060000,0.96%,0.685818665,Stark
9/28/2020,4.11,4.15,4.15,4.071,1960000,0.00%,0.679176353,Stark
9/25/2020,4.11,4.071,4.15,4.071,5990000,1.96%,0.679176353,Stark
9/24/2020,4.031,4.031,4.071,3.992,2220000,0.00%,0.666057788,Stark
9/23/2020,4.031,4.031,4.071,3.992,2020000,0.99%,0.666057788,Stark
9/22/2020,3.992,4.031,4.071,3.992,1930000,0.00%,0.659581534,Stark
9/21/2020,3.992,4.031,4.071,3.992,1120000,-0.98%,0.659581534,Stark
9/18/2020,4.031,3.992,4.031,3.952,2080000,2.00%,0.666057788,Stark
9/17/2020,3.952,4.031,4.071,3.952,1960000,-0.99%,0.652939223,Stark
9/16/2020,3.992,4.031,4.071,3.992,2230000,-0.98%,0.659581534,Stark
9/15/2020,4.031,3.952,4.031,3.952,4280000,2.00%,0.666057788,Stark
9/14/2020,3.952,3.992,4.031,3.913,9120000,-0.99%,0.652939223,Stark
9/11/2020,3.992,4.031,4.071,3.992,1320000,-0.98%,0.659581534,Stark
9/10/2020,4.031,4.11,4.11,4.031,1490000,-0.97%,0.666057788,Stark
9/9/2020,4.071,4.031,4.071,3.992,1700000,0.98%,0.6727001,Stark
9/8/2020,4.031,4.15,4.15,4.031,2410000,-1.92%,0.666057788,Stark
9/3/2020,4.11,4.19,4.19,4.11,2160000,-1.89%,0.679176353,Stark
9/2/2020,4.19,4.11,4.19,4.071,7770000,2.91%,0.692460976,Stark
9/1/2020,4.071,4.071,4.11,4.031,1890000,0.00%,0.6727001,Stark
8/31/2020,4.071,4.11,4.11,4.031,2030000,0.00%,0.6727001,Stark
8/28/2020,4.071,4.11,4.15,4.071,2540000,0.00%,0.6727001,Stark
8/27/2020,4.071,4.071,4.15,4.031,2450000,0.00%,0.6727001,Stark
8/26/2020,4.071,4.071,4.11,4.031,2300000,-0.96%,0.6727001,Stark
8/25/2020,4.11,4.15,4.15,4.031,8910000,0.97%,0.679176353,Stark
8/24/2020,4.071,4.031,4.11,3.992,3740000,0.98%,0.6727001,Stark
8/21/2020,4.031,3.992,4.071,3.952,2670000,0.99%,0.666057788,Stark
8/20/2020,3.992,4.031,4.031,3.933,8880000,-1.94%,0.659581534,Stark
8/19/2020,4.071,4.071,4.15,3.992,4360000,0.00%,0.6727001,Stark
8/18/2020,4.071,4.071,4.071,3.992,3230000,0.98%,0.6727001,Stark
8/17/2020,4.031,4.11,4.15,3.992,8290000,-1.92%,0.666057788,Stark
8/14/2020,4.11,4.19,4.19,4.071,7030000,-0.95%,0.679176353,Stark
8/13/2020,4.15,4.229,4.269,4.11,9210000,-0.94%,0.685818665,Stark
8/11/2020,4.19,4.269,4.269,4.19,6480000,0.00%,0.692460976,Stark
8/10/2020,4.19,4.229,4.269,4.19,3280000,0.00%,0.692460976,Stark
8/7/2020,4.19,4.308,4.308,4.15,21340000,-2.75%,0.692460976,Stark
8/6/2020,4.308,4.348,4.387,4.269,10600000,-0.91%,0.712055795,Stark
8/5/2020,4.348,4.506,4.506,4.348,25060000,0.00%,0.718698107,Stark
8/4/2020,4.348,4.506,4.545,4.348,31970000,-2.65%,0.718698107,Stark
8/3/2020,4.466,4.348,4.466,4.308,10110000,2.73%,0.738292926,Stark
7/31/2020,4.348,4.348,4.387,4.269,7100000,0.92%,0.718698107,Stark
7/30/2020,4.308,4.427,4.466,4.269,23900000,-0.91%,0.712055795,Stark
7/29/2020,4.348,4.427,4.466,4.348,12590000,-1.79%,0.718698107,Stark
7/24/2020,4.427,4.387,4.506,4.348,42120000,1.82%,0.731816672,Stark
7/23/2020,4.348,4.308,4.348,4.269,11290000,0.92%,0.718698107,Stark
7/22/2020,4.308,4.308,4.387,4.269,12940000,0.93%,0.712055795,Stark
7/21/2020,4.269,4.308,4.348,4.269,3990000,-0.92%,0.705579542,Stark
7/20/2020,4.308,4.308,4.348,4.229,5080000,0.00%,0.712055795,Stark
7/17/2020,4.308,4.348,4.387,4.269,18030000,-0.91%,0.712055795,Stark
7/16/2020,4.348,4.229,4.427,4.19,48390000,3.77%,0.718698107,Stark
7/15/2020,4.19,4.229,4.269,4.19,3300000,0.00%,0.692460976,Stark
7/14/2020,4.19,4.15,4.19,4.11,4300000,1.92%,0.692460976,Stark
7/13/2020,4.11,4.308,4.348,4.11,18840000,-4.59%,0.679176353,Stark
7/10/2020,4.308,4.19,4.308,4.15,20700000,2.83%,0.712055795,Stark
