วันเดือนปี,price,ราคาเปิด,สูงสุด,ต่ำสุด,vol,% เปลี่ยน_turtle,Norm_Price,stock
8/9/2023,5.6,5.7,6,5.6,23100,3.70%,0.586039995,Turtle
8/8/2023,5.4,5.15,5.4,5.15,500,-2.70%,0.560565533,Turtle
8/7/2023,5.55,5,5.55,5,68700,3.74%,0.579671379,Turtle
8/4/2023,5.35,5.2,5.4,4.92,25700,2.88%,0.554196918,Turtle
8/3/2023,5.2,5.4,5.4,5,11000,2.97%,0.535091071,Turtle
8/2/2023,5.05,4.94,5.4,4.92,12000,1.41%,0.515985225,Turtle
7/31/2023,4.98,4.94,5,4.7,13200,1.63%,0.507069163,Turtle
7/27/2023,4.9,4.9,5,4.6,1200,0.41%,0.496879378,Turtle
7/26/2023,4.88,4.88,4.88,4.88,100,-0.81%,0.494331932,Turtle
7/25/2023,4.92,4.7,4.94,4.7,800,-0.40%,0.499426825,Turtle
7/24/2023,4.94,4.94,4.94,4.94,100,2.92%,0.501974271,Turtle
7/21/2023,4.8,4.58,4.96,4.5,1700,5.26%,0.484142147,Turtle
7/20/2023,4.56,4.5,4.62,4.3,3100,1.33%,0.453572793,Turtle
7/19/2023,4.5,4.72,4.72,4.5,800,-3.02%,0.445930455,Turtle
7/18/2023,4.64,4.5,4.64,4.5,1000,3.11%,0.463762578,Turtle
7/17/2023,4.5,4.5,4.52,4.5,900,1.35%,0.445930455,Turtle
7/14/2023,4.44,4.5,4.5,4.44,1400,-1.33%,0.438288116,Turtle
7/13/2023,4.5,3.96,4.5,3.96,300,-4.66%,0.445930455,Turtle
7/12/2023,4.72,4.7,4.74,4.7,1300,-4.84%,0.473952363,Turtle
7/11/2023,4.96,4.62,5,4.6,2300,5.53%,0.504521717,Turtle
7/10/2023,4.7,4.7,4.74,4.7,1500,-0.42%,0.471404917,Turtle
7/7/2023,4.72,4.82,4.92,4.7,3500,-2.48%,0.473952363,Turtle
7/5/2023,4.84,4.84,4.84,4.84,400,-0.82%,0.48923704,Turtle
7/4/2023,4.88,4.86,4.88,4.86,300,-2.40%,0.494331932,Turtle
7/3/2023,5,4.82,5,4.82,5200,3.73%,0.509616609,Turtle
6/30/2023,4.82,4.84,5.05,4.82,8900,0.00%,0.486689594,Turtle
6/29/2023,4.82,4.82,4.82,4.82,700,0.00%,0.486689594,Turtle
6/28/2023,4.82,4.9,4.9,4.82,2700,-2.43%,0.486689594,Turtle
6/27/2023,4.94,4.96,5.05,4.94,16900,2.07%,0.501974271,Turtle
6/26/2023,4.84,4.96,4.96,4.84,3000,-2.42%,0.48923704,Turtle
6/23/2023,4.96,5.05,5.05,4.82,1100,-0.40%,0.504521717,Turtle
6/22/2023,4.98,4.74,4.98,4.74,34100,-0.40%,0.507069163,Turtle
6/21/2023,5,5,5,4.56,537200,-2.91%,0.509616609,Turtle
6/20/2023,5.15,5.05,5.15,4.5,458100,3.00%,0.528722456,Turtle
6/19/2023,5,5,5.05,5,10200,-5.66%,0.509616609,Turtle
6/16/2023,5.3,5.1,5.3,5,49200,3.92%,0.547828302,Turtle
6/15/2023,5.1,5.3,5.3,4.9,202600,-3.77%,0.52235384,Turtle
6/14/2023,5.3,5.05,5.3,4.9,192400,1.92%,0.547828302,Turtle
6/13/2023,5.2,4.88,5.2,4.88,7300,0.00%,0.535091071,Turtle
6/12/2023,5.2,5,5.2,4.72,41000,1.96%,0.535091071,Turtle
6/9/2023,5.1,4.72,5.1,4.7,84900,6.25%,0.52235384,Turtle
6/8/2023,4.8,4.82,4.9,4.8,143100,-0.41%,0.484142147,Turtle
6/7/2023,4.82,4.82,4.84,4.82,500,0.00%,0.486689594,Turtle
6/6/2023,4.82,4.84,4.84,4.82,800,-0.41%,0.486689594,Turtle
6/2/2023,4.84,4.86,4.86,4.84,1100,-0.41%,0.48923704,Turtle
6/1/2023,4.86,4.84,4.9,4.82,32500,-1.62%,0.491784486,Turtle
5/31/2023,4.94,5.1,5.3,4.8,40900,-7.66%,0.501974271,Turtle
5/30/2023,5.35,5.05,5.35,5.05,21700,-4.46%,0.554196918,Turtle
5/29/2023,5.6,4.74,5.6,4.74,24100,10.89%,0.586039995,Turtle
5/26/2023,5.05,4.98,5.05,4.8,153900,-1.94%,0.515985225,Turtle
5/25/2023,5.15,4.82,5.3,4.74,49800,5.97%,0.528722456,Turtle
5/24/2023,4.86,4.94,5,4.86,10900,-2.80%,0.491784486,Turtle
5/23/2023,5,5.2,5.2,4.96,40600,-9.91%,0.509616609,Turtle
5/22/2023,5.55,5,5.55,4.84,16900,11.00%,0.579671379,Turtle
5/19/2023,5,4.82,5.25,4.82,2200,0.81%,0.509616609,Turtle
5/18/2023,4.96,4.9,5.1,4.9,286300,-1.78%,0.504521717,Turtle
5/17/2023,5.05,5.1,5.5,5.05,2200,-10.62%,0.515985225,Turtle
5/16/2023,5.65,5,5.65,4.8,21400,10.78%,0.59240861,Turtle
5/15/2023,5.1,5.1,5.5,5,21800,-3.77%,0.52235384,Turtle
5/12/2023,5.3,5.25,5.3,5.2,1100,3.92%,0.547828302,Turtle
5/11/2023,5.1,5.1,5.6,5.1,134200,-6.42%,0.52235384,Turtle
5/10/2023,5.45,5.5,5.75,5.35,73000,-6.03%,0.566934149,Turtle
5/9/2023,5.8,5.5,5.8,5.5,5700,0.87%,0.611514457,Turtle
5/8/2023,5.75,5.55,5.75,5.45,2200,-0.86%,0.605145841,Turtle
5/3/2023,5.8,5.8,5.8,5.35,20900,7.41%,0.611514457,Turtle
5/2/2023,5.4,5.5,5.85,5.35,44100,-1.82%,0.560565533,Turtle
4/28/2023,5.5,5.15,5.95,5.15,43000,-2.65%,0.573302764,Turtle
4/27/2023,5.65,5.3,5.65,5.25,12900,0.00%,0.59240861,Turtle
4/26/2023,5.65,5.4,5.65,5.4,20500,3.67%,0.59240861,Turtle
4/25/2023,5.45,5.6,5.6,5.45,6200,-2.68%,0.566934149,Turtle
4/24/2023,5.6,5.6,5.6,5.6,1000,0.00%,0.586039995,Turtle
4/21/2023,5.6,5.45,5.65,5.35,53700,2.75%,0.586039995,Turtle
4/20/2023,5.45,5.6,5.65,5.45,11600,-1.80%,0.566934149,Turtle
4/19/2023,5.55,5.55,5.55,5.5,26400,0.00%,0.579671379,Turtle
4/18/2023,5.55,5.65,5.65,5.55,28100,-1.77%,0.579671379,Turtle
4/17/2023,5.65,5.65,5.9,5.65,44200,0.00%,0.59240861,Turtle
4/12/2023,5.65,5.9,5.9,5.65,32900,-0.88%,0.59240861,Turtle
4/11/2023,5.7,5.95,6,5.55,70700,-5.00%,0.598777226,Turtle
4/10/2023,6,5.5,6,5.45,20600,9.09%,0.636988919,Turtle
4/7/2023,5.5,5.5,5.5,5.5,700,-0.90%,0.573302764,Turtle
4/5/2023,5.55,5.6,5.6,5.55,2700,-0.89%,0.579671379,Turtle
4/4/2023,5.6,6,6,5.6,16100,-6.67%,0.586039995,Turtle
4/3/2023,6,5.3,6,5.3,122600,12.15%,0.636988919,Turtle
3/31/2023,5.35,5.45,5.45,5.35,23200,-1.83%,0.554196918,Turtle
3/30/2023,5.45,5.5,5.5,5.45,8000,0.00%,0.566934149,Turtle
3/29/2023,5.45,5.6,5.9,5.3,200200,-8.40%,0.566934149,Turtle
3/28/2023,5.95,5.6,5.95,5.5,39700,7.21%,0.630620303,Turtle
3/27/2023,5.55,5.8,5.8,5.55,174300,-5.93%,0.579671379,Turtle
3/24/2023,5.9,5.9,5.9,5.9,3000,-0.84%,0.624251688,Turtle
3/23/2023,5.95,5.7,5.95,5.55,159100,0.00%,0.630620303,Turtle
3/22/2023,5.95,5.7,6,5.7,1800,-4.03%,0.630620303,Turtle
3/21/2023,6.2,5.9,6.2,5.6,38200,5.08%,0.66246338,Turtle
3/20/2023,5.9,5.8,6,5.8,8200,1.72%,0.624251688,Turtle
3/17/2023,5.8,5.6,5.8,5.6,1600,-0.85%,0.611514457,Turtle
3/16/2023,5.85,5.9,5.9,5.6,10000,1.74%,0.617883072,Turtle
3/15/2023,5.75,6.65,6.65,5.6,331500,-14.18%,0.605145841,Turtle
3/14/2023,6.7,5.3,6.7,4.84,102400,27.62%,0.726149535,Turtle
3/13/2023,5.25,5.85,6.1,5,183600,-11.02%,0.541459687,Turtle
3/10/2023,5.9,5.95,6.3,5.8,25700,-4.07%,0.624251688,Turtle
3/9/2023,6.15,6.05,6.2,6.05,600,-6.11%,0.656094765,Turtle
3/8/2023,6.55,6.3,6.65,5.8,7700,0.77%,0.707043689,Turtle
3/7/2023,6.5,6.3,7.3,6.3,4900,3.17%,0.700675073,Turtle
3/3/2023,6.3,5.9,6.3,5.8,90200,4.13%,0.675200611,Turtle
3/2/2023,6.05,6.05,6.05,5.9,3400,0.00%,0.643357534,Turtle
3/1/2023,6.05,6.3,6.55,6.05,112100,-7.63%,0.643357534,Turtle
2/28/2023,6.55,6.35,6.55,6.15,11100,-0.76%,0.707043689,Turtle
2/27/2023,6.6,6.75,6.75,6.35,4600,3.12%,0.713412304,Turtle
2/24/2023,6.4,6.4,6.5,6.3,3000,-1.54%,0.687937842,Turtle
2/23/2023,6.5,6.45,6.6,6.2,7400,0.78%,0.700675073,Turtle
2/22/2023,6.45,6.4,6.75,6.35,39700,-4.44%,0.694306458,Turtle
2/20/2023,6.75,6.6,6.8,6.5,6500,1.50%,0.732518151,Turtle
2/17/2023,6.65,6.6,6.7,6.3,17400,5.56%,0.71978092,Turtle
2/16/2023,6.3,6.45,6.75,6.3,49400,-5.97%,0.675200611,Turtle
2/15/2023,6.7,6.85,6.85,6.55,43000,-2.90%,0.726149535,Turtle
2/14/2023,6.9,6.9,7,6.7,29600,0.00%,0.751623997,Turtle
2/13/2023,6.9,6.9,6.9,6.5,22700,-1.43%,0.751623997,Turtle
2/10/2023,7,6.95,7,6.95,3000,0.72%,0.764361228,Turtle
2/9/2023,6.95,6.65,7.15,6.65,5100,0.72%,0.757992612,Turtle
2/8/2023,6.9,6.75,6.9,6.75,1600,-0.72%,0.751623997,Turtle
2/7/2023,6.95,6.7,6.95,6.6,2600,0.00%,0.757992612,Turtle
2/6/2023,6.95,6.75,6.95,6.7,4200,0.72%,0.757992612,Turtle
2/3/2023,6.9,6.75,6.9,6.75,3600,0.00%,0.751623997,Turtle
2/2/2023,6.9,6.85,7,6.7,18400,-1.43%,0.751623997,Turtle
2/1/2023,7,6.8,7,6.8,2500,0.00%,0.764361228,Turtle
1/31/2023,7,6.7,7,6.7,8500,0.00%,0.764361228,Turtle
1/27/2023,7,7,7,7,10000,0.00%,0.764361228,Turtle
1/26/2023,7,6.85,7.05,6.7,25900,0.00%,0.764361228,Turtle
1/25/2023,7,6.75,7,6.75,21000,0.72%,0.764361228,Turtle
1/24/2023,6.95,6.85,6.95,6.75,56600,1.46%,0.757992612,Turtle
1/23/2023,6.85,6.85,7.05,6.85,8600,-2.14%,0.745255381,Turtle
1/20/2023,7,6.85,7.05,6.85,3900,2.19%,0.764361228,Turtle
1/19/2023,6.85,6.85,7.05,6.8,28200,-2.14%,0.745255381,Turtle
1/18/2023,7,6.85,7.15,6.85,23300,0.00%,0.764361228,Turtle
1/17/2023,7,7,7,6.85,5000,0.72%,0.764361228,Turtle
1/16/2023,6.95,6.85,7,6.85,17000,1.46%,0.757992612,Turtle
1/13/2023,6.85,6.95,6.95,6.8,23800,0.00%,0.745255381,Turtle
1/12/2023,6.85,7,7.3,6.85,77900,0.00%,0.745255381,Turtle
1/11/2023,6.85,7.15,7.15,6.8,54400,-0.72%,0.745255381,Turtle
1/10/2023,6.9,6.85,7.1,6.8,96200,-6.12%,0.751623997,Turtle
1/9/2023,7.35,7.2,7.35,7.2,700,2.08%,0.808941536,Turtle
1/6/2023,7.2,6.95,7.2,6.95,1200,0.00%,0.78983569,Turtle
1/5/2023,7.2,7.2,7.35,7.2,2500,2.86%,0.78983569,Turtle
1/4/2023,7,6.85,7.2,6.85,24000,-4.76%,0.764361228,Turtle
1/3/2023,7.35,7.3,7.4,7.3,1100,0.00%,0.808941536,Turtle
12/30/2022,7.35,7.35,7.35,7.35,400,-0.68%,0.808941536,Turtle
12/29/2022,7.4,7.35,7.4,6.85,1400,1.37%,0.815310152,Turtle
12/28/2022,7.3,6.85,7.45,6.85,10000,-2.01%,0.802572921,Turtle
12/27/2022,7.45,7.45,7.45,7.45,100,2.76%,0.821678767,Turtle
12/26/2022,7.25,7.25,7.25,6.95,8800,2.11%,0.796204305,Turtle
12/23/2022,7.1,6.85,7.1,6.85,10500,-3.40%,0.777098459,Turtle
12/22/2022,7.35,7.35,7.35,7.35,1400,0.00%,0.808941536,Turtle
12/20/2022,7.35,7.3,7.45,7.3,10500,4.26%,0.808941536,Turtle
12/16/2022,7.05,7,7.05,7,4000,-3.42%,0.770729843,Turtle
12/15/2022,7.3,6.95,7.45,6.95,13800,2.82%,0.802572921,Turtle
12/14/2022,7.1,7.45,7.45,7,39500,0.00%,0.777098459,Turtle
12/13/2022,7.1,7.05,7.35,7.05,6300,-4.70%,0.777098459,Turtle
12/9/2022,7.45,7.45,7.45,7.45,300,1.36%,0.821678767,Turtle
12/8/2022,7.35,7,7.4,7,5800,1.38%,0.808941536,Turtle
12/7/2022,7.25,7,7.25,7,4000,0.69%,0.796204305,Turtle
12/6/2022,7.2,7.35,7.35,6.55,1600,1.41%,0.78983569,Turtle
12/2/2022,7.1,7.35,7.35,7,29500,-3.40%,0.777098459,Turtle
12/1/2022,7.35,7.35,7.35,7.35,800,5.00%,0.808941536,Turtle
11/30/2022,7,7.05,7.6,7,10600,-6.04%,0.764361228,Turtle
11/29/2022,7.45,7.15,7.45,7.15,14300,-1.97%,0.821678767,Turtle
11/28/2022,7.6,6.95,7.6,6.95,20200,4.11%,0.840784613,Turtle
11/23/2022,7.3,7.4,7.4,7,2100,5.04%,0.802572921,Turtle
11/22/2022,6.95,7,7.35,6.95,6100,-2.11%,0.757992612,Turtle
11/21/2022,7.1,7.9,7.9,6.85,56300,-2.74%,0.777098459,Turtle
11/18/2022,7.3,7.3,7.3,6.65,27600,0.00%,0.802572921,Turtle
11/17/2022,7.3,7.3,7.3,7.3,7700,0.00%,0.802572921,Turtle
11/16/2022,7.3,7.35,7.35,7,9500,8.15%,0.802572921,Turtle
11/15/2022,6.75,6.55,7.35,6.55,2600,-8.16%,0.732518151,Turtle
11/14/2022,7.35,7.4,7.4,7.3,18800,-0.68%,0.808941536,Turtle
11/11/2022,7.4,7.45,7.45,7.4,5700,3.50%,0.815310152,Turtle
11/10/2022,7.15,7,7.2,6.95,11100,2.88%,0.783467074,Turtle
11/9/2022,6.95,7,7.05,6.95,22400,-4.14%,0.757992612,Turtle
11/8/2022,7.25,7.45,7.45,6.95,12500,3.57%,0.796204305,Turtle
11/7/2022,7,7.6,7.6,6.55,25100,2.19%,0.764361228,Turtle
11/4/2022,6.85,6.75,7,6.75,76100,1.48%,0.745255381,Turtle
11/3/2022,6.75,6.7,6.75,6.65,16400,-0.74%,0.732518151,Turtle
11/2/2022,6.8,6.8,6.85,6.65,54900,0.00%,0.738886766,Turtle
11/1/2022,6.8,6.8,6.85,6.75,23300,0.00%,0.738886766,Turtle
10/31/2022,6.8,6.9,6.9,6.8,196900,0.74%,0.738886766,Turtle
10/28/2022,6.75,6.75,6.85,6.65,38900,-0.74%,0.732518151,Turtle
10/27/2022,6.8,7.15,7.55,6.2,1330000,-4.90%,0.738886766,Turtle
10/26/2022,7.15,7.15,7.35,7.15,17400,0.70%,0.783467074,Turtle
10/25/2022,7.1,7.1,7.4,7.1,41100,0.00%,0.777098459,Turtle
10/21/2022,7.1,7.45,7.5,7.1,54100,-2.74%,0.777098459,Turtle
10/20/2022,7.3,7.25,7.3,7.2,62600,-2.67%,0.802572921,Turtle
10/19/2022,7.5,7.55,7.55,7.3,48200,0.00%,0.828047382,Turtle
10/18/2022,7.5,7.95,7.95,7.5,28500,-2.60%,0.828047382,Turtle
10/17/2022,7.7,7.6,7.7,7.4,223100,0.00%,0.853521844,Turtle
10/12/2022,7.7,8.15,8.7,7.5,710800,-3.75%,0.853521844,Turtle
10/11/2022,8,7,8,7,321300,14.29%,0.891733537,Turtle
10/10/2022,7,6.75,7.1,6.75,53200,0.00%,0.764361228,Turtle
10/7/2022,7,6.8,7.1,6.8,39100,0.00%,0.764361228,Turtle
10/6/2022,7,7,7.1,7,35400,2.19%,0.764361228,Turtle
10/5/2022,6.85,6.75,7,6.65,19500,0.74%,0.745255381,Turtle
10/4/2022,6.8,7.15,7.15,6.75,71600,2.26%,0.738886766,Turtle
10/3/2022,6.65,6.4,7.4,6.4,47800,1.53%,0.71978092,Turtle
9/30/2022,6.55,6.45,6.9,6.4,100300,0.77%,0.707043689,Turtle
9/29/2022,6.5,7.05,7.4,6,529100,-10.96%,0.700675073,Turtle
9/28/2022,7.3,7.3,7.65,7.25,212800,-6.41%,0.802572921,Turtle
9/27/2022,7.8,7.7,7.9,7.7,39400,-1.27%,0.866259075,Turtle
9/26/2022,7.9,8.05,8.05,7.6,88900,0.00%,0.878996306,Turtle
9/23/2022,7.9,8,8,7.8,30800,0.64%,0.878996306,Turtle
9/22/2022,7.85,8,8,7.75,50600,0.00%,0.872627691,Turtle
9/21/2022,7.85,7.8,8.05,7.75,23200,-1.88%,0.872627691,Turtle
9/20/2022,8,8,8,7.75,17400,1.91%,0.891733537,Turtle
9/19/2022,7.85,8.05,8.05,7.85,8400,-1.88%,0.872627691,Turtle
9/16/2022,8,7.95,8,7.8,7600,0.00%,0.891733537,Turtle
9/15/2022,8,8,8,7.7,54200,0.00%,0.891733537,Turtle
9/14/2022,8,7.7,8,7.7,23500,0.00%,0.891733537,Turtle
9/13/2022,8,8,8.05,8,50000,-1.23%,0.891733537,Turtle
9/12/2022,8.1,8.25,8.25,8,17300,1.25%,0.904470768,Turtle
9/9/2022,8,8,8.2,7.9,137700,0.00%,0.891733537,Turtle
9/8/2022,8,8.2,8.2,8,297300,0.00%,0.891733537,Turtle
9/7/2022,8,8,8,7.95,326200,0.00%,0.891733537,Turtle
9/6/2022,8,8,8.2,8,322000,0.00%,0.891733537,Turtle
9/5/2022,8,7.6,8.2,7.6,350600,2.56%,0.891733537,Turtle
9/2/2022,7.8,7.65,8.25,7.65,126600,-2.50%,0.866259075,Turtle
9/1/2022,8,8.1,8.15,7.55,1270000,-3.03%,0.891733537,Turtle
8/31/2022,8.25,8.45,8.45,8.2,96900,-2.37%,0.923576614,Turtle
8/30/2022,8.45,8.5,8.6,8.35,662900,2.42%,0.949051076,Turtle
8/29/2022,8.25,8.3,8.4,8.05,113000,-3.51%,0.923576614,Turtle
8/26/2022,8.55,8.45,8.55,8.2,188200,0.00%,0.961788307,Turtle
8/25/2022,8.55,8.8,8.8,8.15,792200,-2.29%,0.961788307,Turtle
8/24/2022,8.75,8.9,8.95,8.45,259700,-1.13%,0.987262769,Turtle
8/23/2022,8.85,8.4,9.15,8.35,2920000,4.12%,1,Turtle
8/22/2022,8.5,8.2,8.5,8,1370000,3.66%,0.955419692,Turtle
8/19/2022,8.2,8.05,8.2,7.95,855500,0.61%,0.917207999,Turtle
8/18/2022,8.15,8.2,8.25,7.15,3280000,-0.61%,0.910839384,Turtle
8/17/2022,8.2,8,8.3,7.9,1840000,2.50%,0.917207999,Turtle
8/16/2022,8,7.9,8.15,7.5,2790000,2.56%,0.891733537,Turtle
8/15/2022,7.8,7.6,7.95,7.4,1940000,5.41%,0.866259075,Turtle
8/11/2022,7.4,7.2,7.55,7.2,948800,2.78%,0.815310152,Turtle
8/10/2022,7.2,7.45,7.5,7.1,1240000,-4.64%,0.78983569,Turtle
8/9/2022,7.55,7.35,7.55,7.2,907800,4.86%,0.834415998,Turtle
8/8/2022,7.2,7.1,7.45,7.1,865500,2.86%,0.78983569,Turtle
8/5/2022,7,6.9,7.1,6.8,430500,2.19%,0.764361228,Turtle
8/4/2022,6.85,6.6,6.85,6.6,483700,4.58%,0.745255381,Turtle
8/3/2022,6.55,6.15,6.65,6.15,534300,5.65%,0.707043689,Turtle
8/2/2022,6.2,6.35,6.35,6.1,145300,-2.36%,0.66246338,Turtle
8/1/2022,6.35,6.2,6.35,6.15,177300,2.42%,0.681569227,Turtle
7/27/2022,6.2,6.3,6.35,6.1,127600,1.64%,0.66246338,Turtle
7/26/2022,6.1,6.1,6.25,6.1,144600,-1.61%,0.64972615,Turtle
7/25/2022,6.2,6.2,6.4,6.2,118200,-3.13%,0.66246338,Turtle
7/22/2022,6.4,6.3,6.4,6.2,66300,1.59%,0.687937842,Turtle
7/21/2022,6.3,6.2,6.3,6.2,21500,0.80%,0.675200611,Turtle
7/20/2022,6.25,6,6.3,6,280500,4.17%,0.668831996,Turtle
7/19/2022,6,6.05,6.15,6,93700,-3.23%,0.636988919,Turtle
7/18/2022,6.2,6.05,6.2,6,185700,1.64%,0.66246338,Turtle
7/15/2022,6.1,6.05,6.15,6.05,166100,0.00%,0.64972615,Turtle
7/14/2022,6.1,6.05,6.25,5.95,1260000,-8.96%,0.64972615,Turtle
7/12/2022,6.7,6.55,6.9,6.55,129900,-0.74%,0.726149535,Turtle
7/11/2022,6.75,6.8,6.8,6.65,161000,0.00%,0.732518151,Turtle
7/8/2022,6.75,6.4,6.75,6.4,9200,3.05%,0.732518151,Turtle
7/7/2022,6.55,5.9,6.55,5.9,197500,7.38%,0.707043689,Turtle
7/6/2022,6.1,6.25,6.25,5.65,110000,-1.61%,0.64972615,Turtle
7/5/2022,6.2,6.25,6.4,6,471700,-3.13%,0.66246338,Turtle
7/4/2022,6.4,6.3,6.5,6.2,14700,-3.03%,0.687937842,Turtle
7/1/2022,6.6,6.6,6.75,6.2,189400,0.00%,0.713412304,Turtle
6/30/2022,6.6,6.75,6.8,6.3,234200,-1.49%,0.713412304,Turtle
6/29/2022,6.7,6.8,6.85,6.7,103400,-2.90%,0.726149535,Turtle
6/28/2022,6.9,6.95,7,6.6,372300,2.22%,0.751623997,Turtle
6/27/2022,6.75,6.75,6.8,6.65,95100,0.75%,0.732518151,Turtle
6/24/2022,6.7,6.6,6.8,6.6,88400,-2.19%,0.726149535,Turtle
6/23/2022,6.85,6.8,6.85,6.7,188100,0.74%,0.745255381,Turtle
6/22/2022,6.8,7.25,7.25,6.75,144600,-3.55%,0.738886766,Turtle
6/21/2022,7.05,6.9,7.4,6.9,505000,2.17%,0.770729843,Turtle
6/20/2022,6.9,6.45,6.9,6.4,328500,6.15%,0.751623997,Turtle
6/17/2022,6.5,6,6.5,5.75,505900,0.78%,0.700675073,Turtle
6/16/2022,6.45,6.85,6.85,6.4,371200,-4.44%,0.694306458,Turtle
6/15/2022,6.75,6.65,7.1,6.5,557600,1.50%,0.732518151,Turtle
6/14/2022,6.65,6.65,6.65,6.35,327800,1.53%,0.71978092,Turtle
6/13/2022,6.55,6.55,6.75,6.4,346200,-2.24%,0.707043689,Turtle
6/10/2022,6.7,7,7,6.45,1710000,-10.67%,0.726149535,Turtle
6/9/2022,7.5,6.35,8.1,6.35,13240000,20.00%,0.828047382,Turtle
6/8/2022,6.25,6.45,6.45,6.25,42000,-0.79%,0.668831996,Turtle
6/7/2022,6.3,6.4,6.5,6.2,29800,-1.56%,0.675200611,Turtle
6/6/2022,6.4,6.6,6.6,6.15,85700,0.00%,0.687937842,Turtle
6/2/2022,6.4,6.55,6.55,6.35,42000,0.79%,0.687937842,Turtle
6/1/2022,6.35,6.4,6.6,6.35,64100,-0.78%,0.681569227,Turtle
5/31/2022,6.4,6.75,6.75,6.4,80900,-2.29%,0.687937842,Turtle
5/30/2022,6.55,6.65,6.8,6.35,189500,2.34%,0.707043689,Turtle
5/27/2022,6.4,6.5,6.6,6.35,96900,-1.54%,0.687937842,Turtle
5/26/2022,6.5,6.5,6.95,6,660900,2.36%,0.700675073,Turtle
5/25/2022,6.35,6.65,6.65,6.3,90700,-2.31%,0.681569227,Turtle
5/24/2022,6.5,6.55,6.8,6.4,210800,-0.76%,0.700675073,Turtle
5/23/2022,6.55,6.85,6.85,6.55,106800,-0.76%,0.707043689,Turtle
5/20/2022,6.6,6.95,6.95,6.6,506800,-3.65%,0.713412304,Turtle
5/19/2022,6.85,6.7,6.95,6.6,1570000,-0.17%,0.745255381,Turtle
5/18/2022,6.862,6.601,7.831,6.563,5750000,2.22%,0.746783849,Turtle
5/17/2022,6.713,6.489,6.824,6.228,1430000,2.87%,0.727805375,Turtle
5/13/2022,6.526,6.228,6.638,6.19,303950,2.34%,0.703986753,Turtle
5/12/2022,6.377,6.862,6.862,6.377,174970,-2.83%,0.685008279,Turtle
5/11/2022,6.563,6.489,6.601,6.34,153120,1.14%,0.708699529,Turtle
5/10/2022,6.489,6.489,6.526,6.041,581630,0.59%,0.699273978,Turtle
5/9/2022,6.451,6.675,6.974,6.451,346320,-5.99%,0.69443383,Turtle
5/6/2022,6.862,6.974,7.16,6.638,506280,-6.59%,0.746783849,Turtle
5/5/2022,7.346,7.533,7.533,6.041,2400000,-0.51%,0.808432047,Turtle
5/3/2022,7.384,7.608,8.055,7.272,2120000,1.54%,0.813272195,Turtle
4/29/2022,7.272,7.011,7.346,6.713,1820000,0.00%,0.799006496,Turtle
4/28/2022,7.272,7.458,7.831,6.713,6380000,4.84%,0.799006496,Turtle
4/27/2022,6.936,5.37,6.974,5.221,10580000,29.16%,0.7562094,Turtle
4/26/2022,5.37,6.265,6.265,5.072,5530000,-14.79%,0.556744364,Turtle
4/25/2022,6.302,5.258,6.302,5.221,23050000,29.99%,0.675455356,Turtle
4/22/2022,4.848,4.102,4.848,4.065,16080000,22.64%,0.490256018,Turtle
4/21/2022,3.953,3.804,4.4,3.729,3310000,4.97%,0.376257802,Turtle
4/20/2022,3.766,3.61,3.841,3.61,2080000,4.76%,0.35243918,Turtle
4/19/2022,3.595,3.58,3.61,3.461,302080,0.00%,0.330658515,Turtle
4/18/2022,3.595,3.52,3.64,3.52,101230,0.42%,0.330658515,Turtle
4/12/2022,3.58,3.535,3.655,3.535,34460,0.00%,0.32874793,Turtle
4/11/2022,3.58,3.401,3.58,3.341,111420,5.26%,0.32874793,Turtle
4/8/2022,3.401,3.326,3.416,3.207,63550,4.10%,0.305948287,Turtle
4/7/2022,3.267,3.222,3.401,3.177,117990,-2.65%,0.288880397,Turtle
4/5/2022,3.356,3.655,3.729,3.341,2050000,-8.18%,0.300216533,Turtle
4/4/2022,3.655,3.729,3.729,3.64,153250,-0.79%,0.338300853,Turtle
4/1/2022,3.684,3.64,3.699,3.595,509360,1.63%,0.34199465,Turtle
3/31/2022,3.625,3.625,3.729,3.61,200850,0.00%,0.334479684,Turtle
3/30/2022,3.625,3.64,3.655,3.625,26410,0.00%,0.334479684,Turtle
3/29/2022,3.625,3.61,3.64,3.595,75220,-0.41%,0.334479684,Turtle
3/28/2022,3.64,3.595,3.655,3.595,77090,-0.41%,0.336390269,Turtle
3/25/2022,3.655,3.64,3.67,3.64,117990,0.41%,0.338300853,Turtle
3/24/2022,3.64,3.67,3.714,3.64,228070,-1.19%,0.336390269,Turtle
3/23/2022,3.684,3.684,3.684,3.67,93850,0.00%,0.34199465,Turtle
3/22/2022,3.684,3.684,3.684,3.67,528270,-0.41%,0.34199465,Turtle
3/21/2022,3.699,3.804,3.804,3.699,78170,-0.80%,0.343905235,Turtle
3/18/2022,3.729,3.729,3.729,3.655,328890,0.81%,0.347726404,Turtle
3/17/2022,3.699,3.714,3.729,3.655,229940,-0.80%,0.343905235,Turtle
3/16/2022,3.729,3.714,3.766,3.684,180600,2.45%,0.347726404,Turtle
3/15/2022,3.64,3.729,3.804,3.64,268560,-2.39%,0.336390269,Turtle
3/14/2022,3.729,3.878,3.878,3.714,274320,-3.84%,0.347726404,Turtle
3/11/2022,3.878,3.804,3.878,3.729,136890,0.00%,0.366704878,Turtle
