วันเดือนปี,price,ราคาเปิด,สูงสุด,ต่ำสุด,vol,% เปลี่ยน_turtle,Norm_Price,stock
1/15/2015,3.476,3.431,3.476,3.431,246840,1.31%,0.31550121,Turtle
1/14/2015,3.431,3.52,3.52,3.431,637540,-2.94%,0.309769456,Turtle
1/13/2015,3.535,3.595,3.595,3.476,545960,-0.84%,0.323016176,Turtle
1/12/2015,3.565,3.58,3.595,3.491,876060,2.12%,0.326837346,Turtle
1/9/2015,3.491,3.446,3.67,3.416,7430000,1.75%,0.317411795,Turtle
1/8/2015,3.431,3.431,3.505,3.416,1310000,0.00%,0.309769456,Turtle
1/7/2015,3.431,3.431,3.446,3.356,614610,0.00%,0.309769456,Turtle
1/6/2015,3.431,3.431,3.491,3.356,742390,-1.29%,0.309769456,Turtle
1/5/2015,3.476,3.386,3.505,3.386,654570,0.43%,0.31550121,Turtle
12/30/2014,3.461,3.461,3.505,3.401,813050,-1.26%,0.313590625,Turtle
12/29/2014,3.505,3.461,3.535,3.431,873520,0.00%,0.319195007,Turtle
12/26/2014,3.505,3.446,3.595,3.431,6660000,1.71%,0.319195007,Turtle
12/25/2014,3.446,3.595,3.595,3.416,1990000,-3.34%,0.311680041,Turtle
12/24/2014,3.565,3.535,3.684,3.491,3040000,2.12%,0.326837346,Turtle
12/23/2014,3.491,3.491,3.625,3.476,3220000,0.00%,0.317411795,Turtle
12/22/2014,3.491,3.878,4.065,3.491,25510000,-11.69%,0.317411795,Turtle
12/19/2014,3.953,3.312,4.177,3.237,31290000,22.12%,0.376257802,Turtle
12/18/2014,3.237,3.177,3.312,3.103,5920000,1.41%,0.285059228,Turtle
12/17/2014,3.192,3.61,3.67,3.192,11590000,-10.84%,0.279327474,Turtle
12/16/2014,3.58,3.841,4.251,3.55,45860000,-6.80%,0.32874793,Turtle
12/15/2014,3.841,3.699,3.916,3.431,13110000,3.00%,0.361992103,Turtle
12/12/2014,3.729,3.953,4.177,3.729,8630000,-4.78%,0.347726404,Turtle
12/11/2014,3.916,3.684,3.953,3.67,7300000,5.01%,0.371545026,Turtle
12/9/2014,3.729,3.729,4.028,3.64,16310000,2.87%,0.347726404,Turtle
12/8/2014,3.625,3.52,3.99,3.476,15320000,4.29%,0.334479684,Turtle
12/4/2014,3.476,3.505,3.55,3.416,3120000,2.21%,0.31550121,Turtle
12/3/2014,3.401,3.326,3.476,3.282,5550000,3.63%,0.305948287,Turtle
12/2/2014,3.282,3.312,3.416,3.267,4690000,0.00%,0.290790982,Turtle
12/1/2014,3.282,3.192,3.401,3.162,17640000,4.76%,0.290790982,Turtle
11/28/2014,3.133,3.058,3.252,2.954,28570000,2.45%,0.271812508,Turtle
11/27/2014,3.058,2.968,3.058,2.939,1590000,3.03%,0.262259585,Turtle
11/26/2014,2.968,2.834,3.013,2.834,4510000,5.29%,0.250796077,Turtle
11/25/2014,2.819,2.819,2.819,2.789,155660,0.00%,0.231817603,Turtle
11/24/2014,2.819,2.834,2.834,2.775,325810,1.59%,0.231817603,Turtle
11/21/2014,2.775,2.819,2.819,2.775,77760,0.00%,0.226213221,Turtle
11/20/2014,2.775,2.834,2.834,2.775,40220,-0.50%,0.226213221,Turtle
11/19/2014,2.789,2.834,2.834,2.789,64760,-1.59%,0.227996434,Turtle
11/18/2014,2.834,2.775,2.834,2.775,58590,2.13%,0.233728187,Turtle
11/17/2014,2.775,2.834,2.834,2.775,300870,-1.56%,0.226213221,Turtle
11/14/2014,2.819,2.864,2.894,2.819,187980,0.00%,0.231817603,Turtle
11/13/2014,2.819,2.775,2.819,2.775,296180,1.08%,0.231817603,Turtle
11/12/2014,2.789,2.879,2.924,2.789,451170,-2.62%,0.227996434,Turtle
11/11/2014,2.864,2.983,3.043,2.849,776580,-2.55%,0.237549357,Turtle
11/10/2014,2.939,3.013,3.013,2.939,1060000,-1.48%,0.24710228,Turtle
11/7/2014,2.983,3.237,3.282,2.983,9740000,8.08%,0.252706662,Turtle
11/6/2014,2.76,2.789,2.879,2.76,946990,0.55%,0.224302637,Turtle
11/5/2014,2.745,2.745,2.789,2.715,277940,1.67%,0.222392052,Turtle
11/4/2014,2.7,2.715,2.76,2.7,164110,0.00%,0.216660298,Turtle
11/3/2014,2.7,2.745,2.789,2.7,590750,-2.17%,0.216660298,Turtle
10/31/2014,2.76,2.775,2.804,2.76,304220,-0.54%,0.224302637,Turtle
10/30/2014,2.775,2.789,2.819,2.775,195350,-0.50%,0.226213221,Turtle
10/29/2014,2.789,2.804,2.834,2.789,122680,-0.53%,0.227996434,Turtle
10/28/2014,2.804,2.894,2.894,2.804,358120,-1.06%,0.229907018,Turtle
10/27/2014,2.834,2.819,2.879,2.819,378770,0.53%,0.233728187,Turtle
10/24/2014,2.819,2.789,2.849,2.789,767590,1.08%,0.231817603,Turtle
10/22/2014,2.789,2.775,2.789,2.73,106590,2.73%,0.227996434,Turtle
10/21/2014,2.715,2.775,2.804,2.7,89560,-0.55%,0.218570883,Turtle
10/20/2014,2.73,2.76,2.775,2.73,51750,0.55%,0.220481467,Turtle
10/17/2014,2.715,2.745,2.789,2.7,79240,-0.55%,0.218570883,Turtle
10/16/2014,2.73,2.775,2.819,2.73,85680,-1.09%,0.220481467,Turtle
10/15/2014,2.76,2.76,2.849,2.76,917760,1.66%,0.224302637,Turtle
10/14/2014,2.715,2.775,2.775,2.7,159820,-1.09%,0.218570883,Turtle
10/13/2014,2.745,2.76,2.789,2.745,349940,-0.54%,0.222392052,Turtle
10/10/2014,2.76,2.745,2.804,2.745,129250,-0.54%,0.224302637,Turtle
10/9/2014,2.775,2.775,2.804,2.745,168270,0.00%,0.226213221,Turtle
10/8/2014,2.775,2.745,2.789,2.73,264270,1.09%,0.226213221,Turtle
10/7/2014,2.745,2.745,2.819,2.745,591550,-0.54%,0.222392052,Turtle
10/6/2014,2.76,2.864,2.864,2.73,766120,-2.09%,0.224302637,Turtle
10/3/2014,2.819,2.864,2.998,2.76,2470000,-1.05%,0.231817603,Turtle
10/2/2014,2.849,3.431,3.446,2.849,9510000,-15.86%,0.235638772,Turtle
10/1/2014,3.386,2.61,3.386,2.596,10150000,29.73%,0.304037702,Turtle
9/30/2014,2.61,2.61,2.655,2.61,53770,-1.14%,0.20519679,Turtle
9/29/2014,2.64,2.655,2.73,2.625,106860,-1.68%,0.209017959,Turtle
9/26/2014,2.685,2.7,2.7,2.685,93320,-1.10%,0.214749713,Turtle
9/25/2014,2.715,2.789,2.789,2.715,34860,-1.09%,0.218570883,Turtle
9/24/2014,2.745,2.7,2.745,2.7,70260,0.00%,0.222392052,Turtle
9/23/2014,2.745,2.7,2.804,2.685,126570,1.10%,0.222392052,Turtle
9/22/2014,2.715,2.715,2.73,2.715,24400,0.00%,0.218570883,Turtle
9/19/2014,2.715,2.73,2.745,2.7,94120,-1.09%,0.218570883,Turtle
9/18/2014,2.745,2.73,2.745,2.7,31640,1.10%,0.222392052,Turtle
9/17/2014,2.715,2.7,2.789,2.7,138900,0.56%,0.218570883,Turtle
9/16/2014,2.7,2.745,2.745,2.7,246840,-1.64%,0.216660298,Turtle
9/15/2014,2.745,2.7,2.745,2.7,76560,1.67%,0.222392052,Turtle
9/12/2014,2.7,2.745,2.909,2.7,2680000,-2.17%,0.216660298,Turtle
9/11/2014,2.76,2.76,2.775,2.745,50010,-2.09%,0.224302637,Turtle
9/10/2014,2.819,2.819,2.819,2.819,5230,0.53%,0.231817603,Turtle
9/9/2014,2.804,2.804,2.804,2.73,118790,0.54%,0.229907018,Turtle
9/8/2014,2.789,2.789,2.834,2.789,23600,-0.53%,0.227996434,Turtle
9/5/2014,2.804,2.819,2.819,2.804,53500,-0.53%,0.229907018,Turtle
9/4/2014,2.819,2.834,2.834,2.804,321120,-0.53%,0.231817603,Turtle
9/3/2014,2.834,2.819,2.894,2.804,442590,1.61%,0.233728187,Turtle
9/2/2014,2.789,2.909,2.909,2.789,696260,-2.11%,0.227996434,Turtle
9/1/2014,2.849,2.834,2.879,2.834,244830,0.53%,0.235638772,Turtle
8/29/2014,2.834,2.819,2.849,2.804,159280,0.00%,0.233728187,Turtle
8/28/2014,2.834,2.864,2.909,2.789,1110000,0.00%,0.233728187,Turtle
8/27/2014,2.834,2.879,2.879,2.789,273520,-0.53%,0.233728187,Turtle
8/26/2014,2.849,2.909,2.909,2.819,649610,1.60%,0.235638772,Turtle
8/25/2014,2.804,2.775,2.924,2.745,2250000,1.59%,0.229907018,Turtle
8/22/2014,2.76,2.67,2.998,2.67,3710000,3.37%,0.224302637,Turtle
8/21/2014,2.67,2.715,2.715,2.655,67580,0.56%,0.212839129,Turtle
8/20/2014,2.655,2.67,2.67,2.655,77760,-0.56%,0.210928544,Turtle
8/19/2014,2.67,2.76,2.76,2.67,305290,-3.26%,0.212839129,Turtle
8/18/2014,2.76,2.789,2.789,2.745,175110,-0.54%,0.224302637,Turtle
8/15/2014,2.775,2.745,2.804,2.73,184360,1.09%,0.226213221,Turtle
8/14/2014,2.745,2.745,2.804,2.64,614750,3.39%,0.222392052,Turtle
8/13/2014,2.655,2.685,2.76,2.596,719590,-24.14%,0.210928544,Turtle
8/11/2014,3.5,3.46,3.5,3.46,27600,34.10%,0.318558145,Turtle
8/8/2014,2.61,2.581,2.61,2.581,37010,0.54%,0.20519679,Turtle
8/7/2014,2.596,2.61,2.61,2.596,4020,-2.22%,0.203413578,Turtle
8/6/2014,2.655,2.64,2.715,2.64,43580,0.57%,0.210928544,Turtle
8/5/2014,2.64,2.655,2.73,2.64,68110,0.00%,0.209017959,Turtle
8/4/2014,2.64,2.61,2.775,2.61,213450,-1.12%,0.209017959,Turtle
8/1/2014,2.67,2.581,2.685,2.581,144540,1.14%,0.212839129,Turtle
7/31/2014,2.64,2.715,2.745,2.64,104850,0.00%,0.209017959,Turtle
7/30/2014,2.64,2.73,2.775,2.64,261050,-3.30%,0.209017959,Turtle
7/29/2014,2.73,2.76,2.864,2.7,965630,-1.09%,0.220481467,Turtle
7/28/2014,2.76,2.819,2.819,2.76,219750,-2.09%,0.224302637,Turtle
7/25/2014,2.819,2.834,2.894,2.819,170680,0.00%,0.231817603,Turtle
7/24/2014,2.819,2.73,2.939,2.73,928220,2.14%,0.231817603,Turtle
7/23/2014,2.76,2.834,2.834,2.745,70790,1.10%,0.224302637,Turtle
7/22/2014,2.73,2.849,2.879,2.73,632180,-3.67%,0.220481467,Turtle
7/21/2014,2.834,2.909,2.909,2.804,562990,0.00%,0.233728187,Turtle
7/18/2014,2.834,2.998,3.073,2.834,4360000,-5.47%,0.233728187,Turtle
7/17/2014,2.998,2.804,3.252,2.745,8340000,11.66%,0.254617246,Turtle
7/16/2014,2.685,2.551,2.819,2.536,2560000,5.25%,0.214749713,Turtle
7/15/2014,2.551,2.596,2.596,2.551,176580,-1.73%,0.197681824,Turtle
7/14/2014,2.596,2.64,2.655,2.581,105520,-1.67%,0.203413578,Turtle
7/10/2014,2.64,2.7,2.73,2.581,88760,-2.76%,0.209017959,Turtle
7/9/2014,2.715,2.685,2.73,2.685,102300,1.69%,0.218570883,Turtle
7/8/2014,2.67,2.596,2.819,2.596,758480,4.05%,0.212839129,Turtle
7/7/2014,2.566,2.61,2.64,2.566,73470,-0.58%,0.199592409,Turtle
7/4/2014,2.581,2.506,2.76,2.506,605900,4.24%,0.201502993,Turtle
7/3/2014,2.476,2.521,2.521,2.461,25070,0.61%,0.188128901,Turtle
7/2/2014,2.461,2.491,2.521,2.461,361470,-1.20%,0.186218316,Turtle
6/30/2014,2.491,2.491,2.536,2.491,23060,0.61%,0.190039485,Turtle
6/27/2014,2.476,2.476,2.491,2.476,229810,0.00%,0.188128901,Turtle
6/26/2014,2.476,2.536,2.536,2.461,151110,-2.37%,0.188128901,Turtle
6/25/2014,2.536,2.536,2.536,2.536,42640,1.81%,0.195771239,Turtle
6/24/2014,2.491,2.446,2.506,2.446,4690,-0.60%,0.190039485,Turtle
6/23/2014,2.506,2.581,2.581,2.446,256090,-3.98%,0.19195007,Turtle
6/20/2014,2.61,2.596,2.61,2.596,4960,0.00%,0.20519679,Turtle
6/19/2014,2.61,2.64,2.64,2.61,5500,-0.57%,0.20519679,Turtle
6/18/2014,2.625,2.625,2.625,2.625,1340,1.12%,0.207107375,Turtle
6/17/2014,2.596,2.625,2.64,2.536,105650,-1.10%,0.203413578,Turtle
6/16/2014,2.625,2.625,2.64,2.625,10460,0.00%,0.207107375,Turtle
6/13/2014,2.625,2.64,2.64,2.625,123350,0.00%,0.207107375,Turtle
6/12/2014,2.625,2.61,2.625,2.61,30700,-1.13%,0.207107375,Turtle
6/11/2014,2.655,2.67,2.67,2.61,43310,0.57%,0.210928544,Turtle
6/10/2014,2.64,2.685,2.7,2.64,65160,-0.56%,0.209017959,Turtle
6/9/2014,2.655,2.61,2.745,2.61,266550,1.72%,0.210928544,Turtle
6/6/2014,2.61,2.64,2.655,2.596,242280,-0.57%,0.20519679,Turtle
6/5/2014,2.625,2.581,2.655,2.581,259570,1.70%,0.207107375,Turtle
6/4/2014,2.581,2.581,2.61,2.581,220020,1.18%,0.201502993,Turtle
6/3/2014,2.551,2.581,2.596,2.536,307040,-0.58%,0.197681824,Turtle
6/2/2014,2.566,2.64,2.64,2.551,1210000,-2.25%,0.199592409,Turtle
5/30/2014,2.625,2.655,2.67,2.625,96130,1.12%,0.207107375,Turtle
5/29/2014,2.596,2.596,2.596,2.596,53360,0.00%,0.203413578,Turtle
5/28/2014,2.596,2.61,2.64,2.596,64630,-1.10%,0.203413578,Turtle
5/27/2014,2.625,2.551,2.625,2.551,134880,-0.57%,0.207107375,Turtle
5/26/2014,2.64,2.536,2.67,2.536,27750,1.69%,0.209017959,Turtle
5/23/2014,2.596,2.536,2.655,2.536,101230,0.00%,0.203413578,Turtle
5/22/2014,2.596,2.685,2.685,2.581,58730,-2.77%,0.203413578,Turtle
5/21/2014,2.67,2.64,2.67,2.64,7510,1.14%,0.212839129,Turtle
5/20/2014,2.64,2.581,2.64,2.581,24540,-4.35%,0.209017959,Turtle
5/19/2014,2.76,2.76,2.76,2.76,130,1.10%,0.224302637,Turtle
5/16/2014,2.73,2.76,2.76,2.73,400,7.02%,0.220481467,Turtle
5/15/2014,2.551,2.551,2.551,2.551,1340,-4.46%,0.197681824,Turtle
5/14/2014,2.67,2.67,2.67,2.67,400,0.00%,0.212839129,Turtle
5/12/2014,2.67,2.566,2.685,2.566,940,-0.56%,0.212839129,Turtle
5/9/2014,2.685,2.685,2.685,2.685,1340,1.13%,0.214749713,Turtle
5/8/2014,2.655,2.685,2.685,2.655,37410,-3.80%,0.210928544,Turtle
5/7/2014,2.76,2.76,2.76,2.76,13410,-0.54%,0.224302637,Turtle
5/6/2014,2.775,2.715,2.775,2.715,21050,2.21%,0.226213221,Turtle
5/2/2014,2.715,2.834,2.834,2.715,149230,-3.17%,0.218570883,Turtle
4/30/2014,2.804,2.775,2.804,2.775,4960,1.59%,0.229907018,Turtle
4/29/2014,2.76,2.76,2.76,2.76,134080,0.55%,0.224302637,Turtle
4/28/2014,2.745,2.745,2.745,2.745,17430,0.00%,0.222392052,Turtle
4/25/2014,2.745,2.7,2.789,2.7,130320,-0.54%,0.222392052,Turtle
4/24/2014,2.76,2.775,2.775,2.76,33790,1.66%,0.224302637,Turtle
4/23/2014,2.715,2.7,2.76,2.7,33790,1.12%,0.218570883,Turtle
4/22/2014,2.685,2.7,2.715,2.685,9650,-4.75%,0.214749713,Turtle
4/21/2014,2.819,2.7,2.834,2.7,19170,3.26%,0.231817603,Turtle
4/18/2014,2.73,2.685,2.73,2.685,16760,4.00%,0.220481467,Turtle
4/17/2014,2.625,2.7,2.775,2.625,12200,-2.78%,0.207107375,Turtle
4/16/2014,2.7,2.7,2.7,2.7,800,-0.55%,0.216660298,Turtle
4/11/2014,2.715,2.745,2.745,2.685,10190,0.00%,0.218570883,Turtle
4/10/2014,2.715,2.685,2.715,2.67,54700,0.56%,0.218570883,Turtle
4/9/2014,2.7,2.7,2.715,2.685,44250,-0.55%,0.216660298,Turtle
4/8/2014,2.715,2.775,2.789,2.715,33790,-1.63%,0.218570883,Turtle
4/4/2014,2.76,2.775,2.804,2.73,70790,-0.54%,0.224302637,Turtle
4/3/2014,2.775,2.864,2.864,2.76,52160,-2.08%,0.226213221,Turtle
4/2/2014,2.834,2.909,2.909,2.819,23330,0.53%,0.233728187,Turtle
4/1/2014,2.819,2.834,2.834,2.819,14480,-0.53%,0.231817603,Turtle
3/31/2014,2.834,2.76,2.834,2.76,1470,2.13%,0.233728187,Turtle
3/28/2014,2.775,2.76,2.775,2.76,159950,0.54%,0.226213221,Turtle
3/27/2014,2.76,2.76,2.76,2.76,12600,0.00%,0.224302637,Turtle
3/26/2014,2.76,2.76,2.775,2.745,15280,0.55%,0.224302637,Turtle
3/25/2014,2.745,2.76,2.76,2.745,32450,-0.54%,0.222392052,Turtle
3/24/2014,2.76,2.76,2.819,2.745,32850,0.00%,0.224302637,Turtle
3/21/2014,2.76,2.789,2.789,2.76,30030,-2.61%,0.224302637,Turtle
3/20/2014,2.834,2.76,2.834,2.76,4690,2.13%,0.233728187,Turtle
3/19/2014,2.775,2.775,2.804,2.775,29500,-1.03%,0.226213221,Turtle
3/18/2014,2.804,2.849,2.849,2.73,129250,0.00%,0.229907018,Turtle
3/17/2014,2.804,2.804,2.834,2.804,14750,0.00%,0.229907018,Turtle
3/14/2014,2.804,2.804,2.864,2.775,87150,-0.53%,0.229907018,Turtle
3/13/2014,2.819,2.804,2.894,2.789,33520,0.53%,0.231817603,Turtle
3/12/2014,2.804,2.864,2.864,2.804,21590,-2.09%,0.229907018,Turtle
3/11/2014,2.864,2.775,2.894,2.775,77360,0.00%,0.237549357,Turtle
3/10/2014,2.864,2.864,2.864,2.834,37270,0.00%,0.237549357,Turtle
3/7/2014,2.864,2.834,2.968,2.834,32180,1.06%,0.237549357,Turtle
3/6/2014,2.834,2.804,2.909,2.775,31910,-1.05%,0.233728187,Turtle
3/5/2014,2.864,2.894,2.894,2.834,50010,-0.52%,0.237549357,Turtle
3/4/2014,2.879,2.834,2.939,2.804,8310,3.75%,0.239459941,Turtle
3/3/2014,2.775,2.655,2.849,2.64,13540,-3.11%,0.226213221,Turtle
2/28/2014,2.864,2.789,2.864,2.76,40090,0.00%,0.237549357,Turtle
2/27/2014,2.864,2.924,2.924,2.864,75620,-2.05%,0.237549357,Turtle
2/26/2014,2.924,2.864,2.939,2.864,45590,2.09%,0.245191695,Turtle
2/25/2014,2.864,2.939,2.939,2.864,13940,0.00%,0.237549357,Turtle
2/24/2014,2.864,2.909,2.909,2.849,20650,-1.55%,0.237549357,Turtle
2/21/2014,2.909,2.998,2.998,2.909,90640,-1.52%,0.243281111,Turtle
2/20/2014,2.954,2.909,2.954,2.864,64630,2.61%,0.249012865,Turtle
2/19/2014,2.879,2.998,3.028,2.849,17300,-1.03%,0.239459941,Turtle
2/18/2014,2.909,3.058,3.073,2.834,74140,-3.93%,0.243281111,Turtle
2/17/2014,3.028,3.043,3.043,2.983,22120,-0.49%,0.258438415,Turtle
2/13/2014,3.043,3.013,3.043,2.983,88090,2.01%,0.260349,Turtle
2/12/2014,2.983,2.983,3.013,2.983,11260,-1.97%,0.252706662,Turtle
2/11/2014,3.043,2.968,3.058,2.968,155400,2.53%,0.260349,Turtle
2/10/2014,2.968,2.983,3.013,2.954,110350,0.99%,0.250796077,Turtle
2/7/2014,2.939,2.939,2.983,2.939,24270,0.00%,0.24710228,Turtle
2/6/2014,2.939,2.983,3.013,2.924,29090,-0.98%,0.24710228,Turtle
2/5/2014,2.968,2.864,2.968,2.864,192540,3.63%,0.250796077,Turtle
2/4/2014,2.864,2.834,2.864,2.789,22790,0.00%,0.237549357,Turtle
2/3/2014,2.864,2.7,2.864,2.7,13810,2.69%,0.237549357,Turtle
1/30/2014,2.789,2.819,2.819,2.789,33520,-1.59%,0.227996434,Turtle
1/29/2014,2.834,2.789,2.834,2.789,107260,1.61%,0.233728187,Turtle
1/28/2014,2.789,2.834,2.834,2.789,66900,0.00%,0.227996434,Turtle
1/27/2014,2.789,2.789,2.789,2.789,4020,-1.59%,0.227996434,Turtle
1/24/2014,2.834,2.804,2.834,2.775,10190,1.07%,0.233728187,Turtle
1/23/2014,2.804,2.789,2.909,2.789,77090,0.54%,0.229907018,Turtle
1/22/2014,2.789,2.819,2.819,2.775,20110,-1.06%,0.227996434,Turtle
1/21/2014,2.819,2.76,2.834,2.76,161300,2.14%,0.231817603,Turtle
1/20/2014,2.76,2.7,2.76,2.685,196420,2.79%,0.224302637,Turtle
1/17/2014,2.685,2.625,2.685,2.625,71460,2.29%,0.214749713,Turtle
1/16/2014,2.625,2.61,2.655,2.596,128450,2.90%,0.207107375,Turtle
1/15/2014,2.551,2.491,2.61,2.491,242410,-1.73%,0.197681824,Turtle
1/14/2014,2.596,2.536,2.596,2.536,5090,4.22%,0.203413578,Turtle
1/13/2014,2.491,2.431,2.491,2.417,115170,1.84%,0.190039485,Turtle
1/10/2014,2.446,2.461,2.476,2.402,42900,-1.21%,0.184307731,Turtle
1/9/2014,2.476,2.551,2.551,2.461,8310,-2.37%,0.188128901,Turtle
1/8/2014,2.536,2.551,2.551,2.417,15420,4.92%,0.195771239,Turtle
1/7/2014,2.417,2.402,2.461,2.387,155260,1.26%,0.180613935,Turtle
1/6/2014,2.387,2.536,2.536,2.387,111150,-6.43%,0.176792765,Turtle
1/3/2014,2.551,2.551,2.566,2.551,83130,0.00%,0.197681824,Turtle
1/2/2014,2.551,2.804,2.879,2.551,235040,-14.05%,0.197681824,Turtle
12/27/2013,2.968,3.147,3.222,2.939,416040,-4.35%,0.250796077,Turtle
12/26/2013,3.103,3.222,3.326,2.983,1380000,-1.87%,0.267991339,Turtle
12/25/2013,3.162,3.133,3.222,3.088,562590,2.90%,0.275506305,Turtle
12/24/2013,3.073,3.058,3.147,3.058,147620,2.50%,0.264170169,Turtle
12/23/2013,2.998,3.222,3.297,2.998,709810,-5.63%,0.254617246,Turtle
12/20/2013,3.177,3.207,3.312,3.088,1480000,0.47%,0.27741689,Turtle
12/19/2013,3.162,3.207,3.476,3.162,3590000,1.41%,0.275506305,Turtle
12/18/2013,3.118,2.968,3.252,2.954,706450,5.55%,0.269901923,Turtle
12/17/2013,2.954,2.924,3.013,2.924,104850,1.03%,0.249012865,Turtle
12/16/2013,2.924,2.909,2.968,2.909,79110,0.52%,0.245191695,Turtle
12/13/2013,2.909,2.983,2.983,2.909,111150,-1.02%,0.243281111,Turtle
12/12/2013,2.939,2.983,2.983,2.939,1610,-1.48%,0.24710228,Turtle
12/11/2013,2.983,3.043,3.043,2.939,82190,-1.49%,0.252706662,Turtle
12/9/2013,3.028,3.013,3.028,2.983,47460,1.00%,0.258438415,Turtle
12/6/2013,2.998,2.924,2.998,2.909,88760,0.50%,0.254617246,Turtle
12/4/2013,2.983,2.939,3.028,2.939,84600,1.50%,0.252706662,Turtle
12/3/2013,2.939,2.998,3.013,2.939,108870,-1.97%,0.24710228,Turtle
12/2/2013,2.998,2.983,2.998,2.983,64090,-0.99%,0.254617246,Turtle
11/29/2013,3.028,2.954,3.058,2.954,67580,0.00%,0.258438415,Turtle
11/28/2013,3.028,3.073,3.073,2.998,13940,-1.46%,0.258438415,Turtle
11/27/2013,3.073,2.998,3.073,2.983,9390,2.50%,0.264170169,Turtle
11/26/2013,2.998,2.998,3.043,2.998,23870,-0.50%,0.254617246,Turtle
11/25/2013,3.013,2.954,3.013,2.954,30440,-1.47%,0.256527831,Turtle
11/22/2013,3.058,2.939,3.103,2.939,30700,4.58%,0.262259585,Turtle
11/21/2013,2.924,3.058,3.058,2.924,52020,-4.38%,0.245191695,Turtle
11/20/2013,3.058,3.043,3.058,2.998,113030,0.49%,0.262259585,Turtle
11/19/2013,3.043,3.073,3.103,3.043,4830,-0.49%,0.260349,Turtle
11/18/2013,3.058,3.088,3.088,3.058,12600,0.49%,0.262259585,Turtle
11/15/2013,3.043,3.058,3.058,3.028,19710,-0.49%,0.260349,Turtle
11/14/2013,3.058,3.058,3.103,2.983,42370,0.00%,0.262259585,Turtle
11/13/2013,3.058,3.058,3.118,3.058,29500,0.00%,0.262259585,Turtle
11/12/2013,3.058,3.013,3.192,3.013,24130,2.00%,0.262259585,Turtle
11/11/2013,2.998,3.073,3.073,2.983,27080,-3.38%,0.254617246,Turtle
11/8/2013,3.103,3.133,3.133,3.088,12740,-1.87%,0.267991339,Turtle
11/7/2013,3.162,3.177,3.177,3.162,10460,0.00%,0.275506305,Turtle
11/6/2013,3.162,3.133,3.162,3.133,30840,0.93%,0.275506305,Turtle
11/5/2013,3.133,3.133,3.133,3.058,40630,2.96%,0.271812508,Turtle
11/4/2013,3.043,3.118,3.118,3.043,69050,-2.87%,0.260349,Turtle
11/1/2013,3.133,3.207,3.207,3.118,15150,0.48%,0.271812508,Turtle
10/31/2013,3.118,3.103,3.177,3.103,163710,-2.32%,0.269901923,Turtle
10/30/2013,3.192,3.326,3.326,3.192,89160,-1.85%,0.279327474,Turtle
10/29/2013,3.252,3.237,3.312,3.237,22120,0.93%,0.286969813,Turtle
10/28/2013,3.222,3.297,3.297,3.222,53230,-0.92%,0.283148643,Turtle
10/25/2013,3.252,3.312,3.341,3.252,45180,0.46%,0.286969813,Turtle
10/24/2013,3.237,3.252,3.312,3.192,142260,-2.26%,0.285059228,Turtle
10/22/2013,3.312,3.252,3.312,3.252,17700,1.85%,0.294612151,Turtle
10/21/2013,3.252,3.386,3.401,3.252,39960,-2.22%,0.286969813,Turtle
10/18/2013,3.326,3.312,3.431,3.312,95060,1.34%,0.296395364,Turtle
10/17/2013,3.282,3.356,3.356,3.282,99620,-0.91%,0.290790982,Turtle
10/16/2013,3.312,3.431,3.431,3.312,58860,-1.75%,0.294612151,Turtle
10/15/2013,3.371,3.356,3.446,3.356,175510,0.45%,0.302127118,Turtle
10/14/2013,3.356,3.312,3.386,3.312,36870,0.00%,0.300216533,Turtle
10/11/2013,3.356,3.446,3.476,3.356,439240,-2.19%,0.300216533,Turtle
10/10/2013,3.431,3.282,3.535,3.267,1670000,4.54%,0.309769456,Turtle
10/9/2013,3.282,3.192,3.341,3.192,600000,3.31%,0.290790982,Turtle
10/8/2013,3.177,3.162,3.222,3.162,130860,0.47%,0.27741689,Turtle
10/7/2013,3.162,3.207,3.237,3.162,141180,-0.47%,0.275506305,Turtle
10/4/2013,3.177,3.192,3.252,3.177,240540,-0.94%,0.27741689,Turtle
10/3/2013,3.207,3.282,3.282,3.207,713020,0.47%,0.281238059,Turtle
10/2/2013,3.192,3.192,3.282,3.192,95330,0.47%,0.279327474,Turtle
10/1/2013,3.177,3.177,3.341,3.177,49880,0.47%,0.27741689,Turtle
9/30/2013,3.162,3.222,3.312,3.162,71060,-1.40%,0.275506305,Turtle
9/27/2013,3.207,3.312,3.312,3.207,56180,-0.93%,0.281238059,Turtle
9/26/2013,3.237,3.356,3.356,3.207,169880,-2.68%,0.285059228,Turtle
9/25/2013,3.326,3.386,3.431,3.326,93720,0.00%,0.296395364,Turtle
9/24/2013,3.326,3.416,3.431,3.326,255420,0.00%,0.296395364,Turtle
9/23/2013,3.326,3.326,3.625,3.326,1490000,0.00%,0.296395364,Turtle
9/20/2013,3.326,3.356,3.401,3.312,77760,-0.89%,0.296395364,Turtle
9/19/2013,3.356,3.386,3.461,3.326,483750,2.25%,0.300216533,Turtle
9/18/2013,3.282,3.297,3.297,3.252,54170,0.00%,0.290790982,Turtle
9/17/2013,3.282,3.416,3.416,3.282,131530,-2.21%,0.290790982,Turtle
9/16/2013,3.356,3.297,3.401,3.282,263460,2.72%,0.300216533,Turtle
9/13/2013,3.267,3.147,3.416,3.147,1170000,2.83%,0.288880397,Turtle
